Column 1,viaf,wikidata,Column 2
Arend Hever,,,1
Arie Sleeckx,,,1
Arius Cluysenaer,,,1
Arlette Decembre,,,1
Arlette Vercammen,,,1
Armand Bailleux,,,1
Armand Beton,,,2
Armand Bivort,,,1
Armand Blaton,,,1
Armand Dandoy,Armand Dandoy,Armand Dandoy,1
Armand Debauche,,,1
Armand Delmotte,,,2
Armand Denisty,,,1
Armand Deperdussin,Armand Deperdussin,Armand Deperdussin,3
Armand De Roo,,,1
Armand Drossard,,,1
Armand Drossart,,,1
Armand Eeckhout,,,2
Arman Denisty,,,1
Armand Gahy,,,2
Armand Havelange,,,2
Armand Herssens,,,1
Armand Hessel,,,1
Armand Jamoulle,,,1
Armand Jeanne,,Armand Jeanne,1
Armand Lepere,,,1
Armand Mathot,,,2
Armand Parent,Armand Parent,Armand Parent,1
Armand Poels,,,1
Armand Rauter,,,1
Armand Rue,,,1
Armand Steurs,,Armand Steurs,1
Armand Turlot,Armand Turlot,,1
Armen Ohanian,Armen Ohanian,Armen Ohanian,2
Arminius Sigaren,,,1
Arnaud Dreyfus,Arnaud Dreyfus,,2
Arno Brunner,,,2
Arnold Bax,Arnold Bax,Arnold Bax,4
Arnold Bert Maria,,,1
Arnold Citroen,,,3
Arnold De Cuyper,,,1
Arnold Demarck,,,1
Arnold Haillot,,,1
Arnold Photo,,,1
Arnold Piron,,,1
Arnold Suicide,,,1
Arnold Tilleur,,,1
Arnold Tillieur,,,1
Arnoldus Tieghem,,,1
Arnold Van Goor,,,1
Arnould Piron,,,1
Aron Salomon,,,1
Arsene Alexandre,Arsene Alexandre,Arsene Alexandre,1
Arsene Deschamps,Arsene Deschamps,,1
Arsene Goedertier,Arsene Goedertier,Arsene Goedertier,1
Arsene Lesage,,,1
Arsene Manise,,,1
Arsene Musick,,,1
Arsene Philippe,,,1
Arsene Pigeolet,Arsene Pigeolet,Arsene Pigeolet,65
Arsene Puttemans,,Arsene Puttemans,1
Artan Rue,,,1
Arte Marte,,,2
Arthemise Heygen,,,1
Arthemise Vaneygen,,,1
Arthemise Vanheygen,,,1
Arthemise Van Heygen,,,3
Arthemise Van Neygen,,,1
Arthur Baron,,Arthur Baron,4
Arthur Bert,,,1
Arthur Boitt,,,1
Arthur Boitte,Arthur Boitte,,6
Arthur Brainet,,,1
Arthur Ceuleers,,Arthur Ceuleers,1
Arthur Chretien,,,2
Arthur Cosyns,,,1
Arthur Crump,Arthur Crump,,1
Arthur Debbaudt,,,4
Arthur De Groodt,Arthur De Groodt,,2
Arthur De Groodtstraat,,,1
Arthur De Stoop,,,1
Arthur De Voelmont,,,1
Arthur De Woelmont,,,10
Arthur Faingnaert,Arthur Faingnaert,Arthur Faingnaert,1
Arthur Faure,,,1
Arthur Focant,,,1
Arthur Greuell,Arthur Greuell,,1
Arthur Grumiaux,Arthur Grumiaux,Arthur Grumiaux,1
Arthur Harper,Arthur Harper,Arthur Harper,2
Arthur Hekkers,,,1
Arthur Henseval,,,1
Arthur Jeude,,,1
Arthur Lefevre,,,1
Arthur Lejeune,Arthur Lejeune,,2
Arthur Levoz,,,1
Arthur Maclot,,,2
Arthur Montulet,,,1
Arthur Ninane,,,1
Arthur Petronio,,Arthur Petronio,1
Arthur Pierre,,,1
Arthur Pierre Hekkers,,,1
Arthur Pierre Verhuizingen,,,1
Arthur Rigaut,,,1
Arthur Rimbaud,Arthur Rimbaud,Arthur Rimbaud,7
Arthur Roels,,,1
Arthur Romain,,,1
Arthur Schauwers,,,1
Arthur Scheepers,,,2
Arthur Stoquaert,,,1
Arthur Symons,Arthur Symons,Arthur Symons,1
Arthur Van Der Linden,Arthur Van Der Linden,,1
Arthur Van Gehuchten,Arthur Van Gehuchten,Arthur Van Gehuchten,1
Arthur Zimmerman,,Arthur Zimmerman,1
Arthus Khnopff,,,1
Arthus Le Roi,,,1
Artis Antwerpen,,,1
Asia Southeast,,,1
Astra Willems,,,1
Astrid Reine,Astrid Reine,Astrid Reine,1
Astrid Standbeeld,,,1
Athanase Cluysenaar,,,1
Athanase Cluysenaer,,,1
Aubain Dochain,,,3
Aubert Beton,,,1
Aubert Blaton,,,1
Aubert De Longueville,,,2
Aubert Longueville,,,1
Aubin Collart,,,3
Audomarus Vandenhoeck,,,1
Audrey Hepburn,Audrey Hepburn,Audrey Hepburn,2
Augusta Marbaise,,,1
Augusta Simon,Augusta Simon,,1
August Borms,,August Borms,2
August Bruggeman,,,1
August Commergo,,,1
August Cuyck,,,1
August Dekemel,,,1
August De Laeter,,,2
August Demaeght,,,1
Auguste Archangel,,,1
Auguste Artois,,,1
Auguste Baisir,,,1
Auguste Beckers,,Auguste Beckers,2
Auguste Bija,,,1
Auguste Borms,Auguste Borms,Auguste Borms,1
Auguste Bulcke,,,1
Auguste Cador,,Auguste Cador,6
Auguste Canon,,,1
Auguste Comtesse D,,,1
Auguste Degroof,,,1
Auguste Dekemel,,,1
Auguste Demaeght,,,2
Auguste Demaeghtsportwereld,,,1
Auguste Dessart,,,1
Auguste Destree,,,1
Auguste De Wever,Auguste De Wever,,1
Auguste Dumoulin,Auguste Dumoulin,,1
Auguste Dupont,Auguste Dupont,Auguste Dupont,8
Auguste Fierens,,Auguste Fierens,1
Auguste Fonson,Auguste Fonson,,1
Auguste Gauchez,Auguste Gauchez,,1
Auguste Gevaert,,,1
Auguste Gillon,Auguste Gillon,,1
Auguste Haianut,,,1
Auguste Hainaut,,,4
Auguste Jacquemin,Auguste Jacquemin,,1
Auguste Jamoulle,,,2
Auguste Janssen,Auguste Janssen,,1
Auguste Joly,,,1
Auguste Jouhaud,Auguste Jouhaud,Auguste Jouhaud,1
Auguste Knockaert,,,4
Auguste Lariviere,,,1
Auguste Lebrun,,,1
Auguste Licot,,,4
Auguste Licotnismes,,,1
Auguste Maillard,Auguste Maillard,Auguste Maillard,1
Auguste Marie Leon Bogaert,,,1
Auguste Maupui,,,1
Auguste Maupuis,,,1
Auguste Maupuy,Auguste Maupuy,,1
Auguste Mello,,,1
Auguste Orts,Auguste Orts,Auguste Orts,2
Auguste Payen,,Auguste Payen,1
Auguste Perret,Auguste Perret,Auguste Perret,1
Auguste Philippe Janssen,,,1
Auguste Piccard,Auguste Piccard,Auguste Piccard,1
Auguste Pierard,,,2
Auguste Puttemans,,Auguste Puttemans,1
Auguste Roels,,,1
Auguste Rouvez,,,1
Auguste Sarrazijn,,,1
Auguste Simon,,Auguste Simon,1
Auguste Van Mello,,,1
Auguste Van Thournout,,,1
Auguste Vermeulen,,,1
Auguste Vincent,,Auguste Vincent,1
Auguste Visschers,Auguste Visschers,,1
Auguste Wagener,Auguste Wagener,Auguste Wagener,1
Auguste Wauters,,,2
Auguste Werbrouck,,,2
August Gysels,,,2
Augustin Archangel,,,1
Augustin Cornil,,,2
Augustin Delbecq,,,4
Augustin De Ley,Augustin De Ley,,1
Augustin Delporte,Augustin Delporte,,1
Augustin Forge,,,1
Augustin Gaudefroy,,,3
Augustin Gillion,,,1
Augustin Gondry,,,1
Augustin Huleux,,,1
Augustin Joseph Diricq,,,1
Augustin Lantoine,,,1
Augustin Neufnet,,,1
Augustin Parmentier,,,2
Augustin Rassart,,,3
Augustin Saint,,,2
Augustinus Longerstaey,,,1
Augustin Wautier,,,1
August Knockaert,,,3
August Maeght,,,2
August Peeters,August Peeters,,1
Augustus Ravent,,,1
August Vandenhoeck,,,1
August Van Den Hoeck,,,1
August Verdyck,August Verdyck,August Verdyck,1
August Werbrouck,,,2
Aurelie Letellier,,,2
Aurelius Elewaut,,,4
Aurelius Stoom,,,1
Auric Chauviere,,,1
Aurore Telegraphiques,,,1
Avellino Mango,,,1
Avia Societe,,,1
Avia Vander Linden,,,1
Aviv Tel,,,1
Avril Congo,,,2
Avril De Guernica,,,1
Bach Gevaert,,,4
Bach Szigeti,,,1
Bailey And,,,1
Bailey Barnum,,,1
Bailey Old,,,1
Baily Old,Baily Old,,1
Balthazar Gent,,,1
Balthazar Wetteren,,,1
Bang Bestolen,,,1
Baptist Delbaen,,,1
Baptiste Esneux,,,1
Baptiste Hayet,,,1
Baptiste Polet,,,1
Bara Place,,,1
Bara Rue,,,1
Bara Tournai,,,1
Barbara De Jonghe,,,1
Barbara Lully,Barbara Lully,,1
Barn De Petres,,,1
Barn Evain,,,1
Barth Archangel,,,1
Barthelemy Degen,,,2
Barthelemy Violon,,,1
Barth Stadt,,,1
Bart Poelaert,,,2
Bart Thielemans,,,1
Bart Veldrijden,,,1
Bary Ostafrika,,,1
Bary Von,,,4
Basile David,,,1
Basile Parent,,Basile Parent,1
Bass Wez,,,1
Bathazar Francart,,,1
Batiste Bruxelles,,,5
Batiste Royal,,,1
Batta Alcazar,,,1
Battisti Amleto,,,1
Baudouin Prince,,,2
Baudouin Roi,,Baudouin Roi,2
Baudouin Usa,,,1
Baudry Cafe,,,1
Bauwen Nieuport,,,1
Bavo Haarlem,,,1
Beat New,,,1
Beatrice Doneux,,,1
Beatrice Goffin,,,1
Bede Tramcar,,,1
Beernaert Grenendael,,,1
Beernaert Groenendael,,,2
Beernaert Wilmart,,,1
Beka Gembloux,,,1
Bela Kun,Bela Kun,Bela Kun,1
Bell Acton,Bell Acton,Bell Acton,1
Bell Currer,Bell Currer,Bell Currer,8
Belle Ame,,,1
Belle Dimanche,,,1
Belle Doche,,,1
Belle Le Dimanche,,,1
Belle Liegeoise,,,1
Belle Maman,,,2
Belle Maman Dimanche,,,5
Belle Mere,,,2
Belle Pche,,,1
Belle Van,,,2
Belle Vue,Belle Vue,,11
Bell Hetzel,,,1
Bell Telephone,,,2
Bell Telphone,,,1
Ben Ahin,,,17
Ben Ahmed,,,1
Ben Ahn,,,1
Ben Ali,,Ben Ali,1
Ben Amed,,,1
Benedicta Daman,,,1
Benedicte Daman,,,1
Benedictus Buns,Benedictus Buns,Benedictus Buns,1
Ben Hassen,,,1
Beni Hesse,,,1
Beni Immel,,,5
Beni Meskin,,,4
Beni Meskine,,,3
Beni Mesquin,,,3
Benit Arbre,,,1
Benjamin Alder,,,1
Benjamin Freedman,,Benjamin Freedman,1
Benjamin Huysseune,,,1
Benjamin Huyssuyne,,,1
Benjamin Meunier,Benjamin Meunier,,2
Benjamin Mortier,,,1
Benjamin Muller,,,1
Benjamin Renard,Benjamin Renard,,1
Ben Moudden,,,2
Bennet Mackay,,,3
Benny Auwera,,,1
Benoit Constant Fauconnier,Benoit Constant Fauconnier,,1
Benoit Desmons,Benoit Desmons,,1
Benoit De Vlieger,,,1
Benoit Dorchain,,,1
Benoit Fauconier,,,1
Benoit Fauconnier,Benoit Fauconnier,,1
Benoit Pierre,,Benoit Pierre,1
Benoit Val,,,1
Benoni Beheyt,,Benoni Beheyt,1
Ben Pon,,Ben Pon,1
Ben Shafhi,,,2
Benson Le Matre,,,1
Ben Tahar,,,2
Beren Frissen,,,1
Berge Vissenaken,,,1
Berlindis Eugenia Snel,,,1
Bernard Albert,,Bernard Albert,1
Bernard Andre,,Bernard Andre,1
Bernard Andres,Bernard Andres,Bernard Andres,1
Bernard Boel,Bernard Boel,,1
Bernard Brockmans,,,1
Bernard Chanoine,,,1
Bernard Cloet,Bernard Cloet,Bernard Cloet,1
Bernard Commandant,,,2
Bernard Congo,,,2
Bernard Dierick,Bernard Dierick,,3
Bernard Heinemann,,,1
Bernard Israelite,,,1
Bernard La Ferte,,,2
Bernard Mathieux,,,1
Bernard Meyer,,Bernard Meyer,1
Bernard Moses,Bernard Moses,,1
Bernard Spee,,,1
Bernard Wavre,,,4
Bernhard Meyer,,Bernhard Meyer,1
Berny Benot,,,1
Berta Adriani,,,1
Bert Alida,,,1
Bert Arseele,,,2
Bert Arthur,,,1
Bert Charlotte,,,2
Bert Clementine,,,1
Bert Constant,Bert Constant,,1
Bert Emile,Bert Emile,,1
Berten Sercu,,,1
Bert Famille,,,1
Bertha Boulvin,,,1
Bertha Braeckman,,,1
Bertha Braekman,,,1
Bertha Brodie,,,1
Bertha Leclercq,,,1
Bertha Lokeren,,,1
Bertha Marcoux,,,1
Bertha Obyn,,,1
Bertha Philippe,,,1
Bertha Romain,,,1
Bertha Vanmuysen,,,1
Bertha Von Suttner Henri Sienkiewicz,,,1
Berthe Bady,Berthe Bady,Berthe Bady,1
Berthe Busine,,,1
Berthe Courriere,,,1
Berthe Crahay,,,2
Berthe Dansaert,,,1
Berthe De Nyse,Berthe De Nyse,,1
Berthe Helman,,,1
Berthe Marx,Berthe Marx,Berthe Marx,2
Berthe Morisot,Berthe Morisot,Berthe Morisot,1
Bert Henri,Bert Henri,,1
Berthe Nyse,Berthe Nyse,,1
Berthuin Saint,,,3
Bertilla Apel,,,1
Bertilla Schwester,,,1
Bertille Apel,,,1
Bertille Sur,,,2
Bertine Delrue,,,1
Bert Joseph,,,1
Bert Kampenhout,,,1
Bert Madame,Bert Madame,,1
Bert Martha,,,1
Bert Melle,,,1
Bert Monsieur,Bert Monsieur,,2
Bertold Fleischer,,,1
Bertolt Fleischer,,,1
Bert Oscar,Bert Oscar,,1
Bertrand Alban,,,1
Bertrand Caroline,,,1
Bertrand Colonel,,,1
Bertrand Fuchs,,,1
Bertrand Klynens,,,1
Bertrand Lippschutz,,,1
Bertrand Michepays,,,1
Bert Sohie,,,1
Bert Stamboom,,,1
Bert Van,,,1
Bert Van Aarseele,,,1
Bert Van Aarsele,,,1
Bert Van Aerseele,,,1
Bert Van Arseele,,,1
Bert Van Gent,,,1
Bert Van Raemdonck,Bert Van Raemdonck,,1
Bert Van Tielt,,,2
Bessie Saussure,,,1
Betrand Charleroijacques,,,1
Betsy Closset,,,1
Betsy Hubert,,,1
Betsy Malpertuis,,,1
Betty Hilton,Betty Hilton,Betty Hilton,1
Bibi Maton,,,1
Bienvenu Peinture,,,1
Bienvenu Pollet,,,9
Bila Champtre,,,1
Bila De Nivelles,,,1
Bila Gendarme,,,2
Bila Nivelles,,,1
Bila Steveny,,,1
Bill Buffalo,Bill Buffalo,Bill Buffalo,3
Bill Cosby,Bill Cosby,Bill Cosby,1
Bill Malpertuisbuffalo,,,1
Billy Young,,,1
Bilsen Eijgen,,,1
Bilsen Eygen,,,1
Bismarck Gladstone,,,1
Blaise Distel,,Blaise Distel,1
Blaise Dubois,,,1
Blaise Soumagne,,,1
Blaise Sterpigny,,,1
Blanche Arral,Blanche Arral,Blanche Arral,1
Blanche Auguste,Blanche Auguste,,1
Blanche Dame,,,1
Blanche De Namur,Blanche De Namur,Blanche De Namur,1
Blanche De Paunac,,,3
Blanche De Petite,Blanche De Petite,,1
Blanche Flohimont,,,1
Blanche La Rose,Blanche La Rose,,1
Blanche Mer,,Blanche Mer,5
Blanche Negresse,,,10
Blanche Neige,Blanche Neige,,1
Blanche Neige Walt Disney,,,2
Blanche Nugresse,,,1
Blanche Rose,,,1
Blandine Sainte,,,3
Blandine Wavre,,,1
Blandine Wielandt,,,1
Blomme Lovendegem,,,1
Blomme Van Rentergem,,,1
Blonde De Bornhem,,,1
Blonde Krollebol,,,1
Blondin Bauwens,,,1
Blondine Wielandt,,,1
Blondin Loyal,,,1
Blue Bird Walter Lang,,,1
Blue Le Petit,,,1
Blue Light Depot,,,1
Bobby Sands,Bobby Sands,Bobby Sands,1
Boen Bond,,,1
Bolin Congo,,,7
Bolin Retour,,,1
Boma Anden,,,1
Boma Bibliotheque,,,2
Boma Canonniere,,,2
Boma Club,,,4
Boma Congo,,,8
Boma Consul,,,1
Boma Costa,,,1
Boma Francais,,,5
Boma Halle,,,1
Boma Hoffman,,,3
Boma Hotel,,,2
Boma Keukeleire,,,4
Boma Molin,,,3
Boma Mort,,,3
Boma Photo,,,2
Boma Salut,,,1
Boma Semaine,,,1
Boma Suedois,,,4
Boma Tourelle,,,2
Boma Vandervelde,,,1
Boma Zimmerdahl,,,3
Bonaventure Zuster,Bonaventure Zuster,,1
Bongo Israelsson,,,1
Boni Italienne,,,1
Boni Mine,,,1
Boni President,Boni President,,1
Boni Sestilia,,,1
Bonne Amitie,,,1
Bonne Esperance,,,10
Bonne Prince Leopold,,,1
Bonne Source,,,2
Boon Lauwers,,,1
Boon Professor,,,1
Borin Moto,,,1
Born Mourmelon,,,1
Born Mourmemon,,,1
Born Vlieger,,,1
Borre Heiligen,,,2
Borre Van Den,,,1
Bosch Constantinople,,,1
Bosch De Ten,,,1
Bosch Kops,,,1
Bosch Malpertuis,,,2
Bosch Mariage,,,1
Bosch Tcn,,,1
Bosch Ten,,,14
Bosch Vanden,,,1
Bosch Wed,Bosch Wed,,2
Bosco Goochelaar,,,1
Boudewijn Installatie,,,1
Boyen Michel,,,1
Branden Van Den,,,1
Brandt Echterhoff,,,1
Brandt Klein,Brandt Klein,,6
Brandt Van Den,,,1
Breda Van Eck,Breda Van Eck,,1
Briand Dood,,,3
Briand Eglantine,,,3
Briand Plan,,,3
Briand Wilde,,,1
Brice Defresne,,,1
Bridge Academie,,,1
Bridge Jeu,,,1
Bridge Whist,,,2
Bright Corner,,,1
Brigitte Ledent,,,1
Britannie Groot,,,1
Bronte Heger,,,2
Bronte Hetzel,,,1
Bronte Mdlle,,,1
Bronte Miss,,,1
Bronte Mlle,,,1
Bronte Villette,,,1
Bruce Arctowsky,,,1
Bruce Familie,Bruce Familie,,1
Bruce Habert,,,1
Bruce Harbert,Bruce Harbert,,1
Bruce Reyntiens,,,1
Bruce Togo,Bruce Togo,,1
Brune Du Brabant,,,1
Brune Lannoy,,,1
Brune Rue,,,1
Bruno Dinneweth,,,1
Bruno Dobbels,,,1
Bruno Penneman,,,2
Bruno Stevens,,Bruno Stevens,1
Brunot Cantine,,,1
Bruno Van Broeck,,,1
Bruno Vandenberghe,Bruno Vandenberghe,,1
Bruno Van Den Berghe,Bruno Van Den Berghe,,1
Bruno Walter,,Bruno Walter,2
Brutus Dillens,,,1
Bunyan Son,,,1
Calmin Colmeyn,,,1
Calmin Droogenboschcalmijn,,,1
Camiel And,,,1
Camiel Blondeel,,,1
Camiel Dewitte,,,1
Camiel Florizoone,,,1
Camiel Haeck,,,1
Camiel Samson,,,2
Camiel Van Honder,,,1
Camiel Van Hoorden,,,1
Camil Allard,,,1
Camile Debal,,,1
Camille Allard,,,2
Camille Amand,Camille Amand,,2
Camille Armand,,Camille Armand,1
Camille Cerf,Camille Cerf,Camille Cerf,1
Camille Charlier,,,1
Camille Coppens,,,4
Camille Corswarem,,,1
Camille D,,,3
Camille Dassart,,,1
Camille Declercq,Camille Declercq,,1
Camille Delval,,,1
Camille Depoortere,,,1
Camille De Poortere,,,1
Camille Dessart,,,2
Camille Devillers,Camille Devillers,,1
Camille Dewitte,,,1
Camille De Witte,,,1
Camille Ego,,,1
Camille Flammarion,Camille Flammarion,Camille Flammarion,1
Camille Fosset,,,1
Camille Guequier,,,1
Camille Guyard,Camille Guyard,,1
Camille Haeck,,,1
Camille Huysmans,Camille Huysmans,Camille Huysmans,1
Camille Lambert Amanda,,,1
Camille Lambert Leon,,,1
Camille Lemonnier,Camille Lemonnier,Camille Lemonnier,31
Camille Leon Allard,,,1
Camille Miret,,,1
Camille Petein,,,1
Camille Pierard,,,2
Camille Pirson,,,1
Camille Pivont,,,2
Camille Quenne,,,1
Camille Simonis,,,1
Camille Vandermaelen,,,1
Camille Vander Maelen,,,1
Camille Van Hoorden,,Camille Van Hoorden,1
Camille Vanmarcke,,,1
Camille Velghe,,,1
Candide Arthur,Candide Arthur,,1
Candide Etudiant,,,1
Candide Revue,,,1
Cane Briquet,,,2
Caprice Ysaye,,,3
Carine Allary,,,1
Caris Huysmans,,,1
Caris Kruyfthooft,,,1
Caris Verstraeten,,,1
Carl Aldenhoven,Carl Aldenhoven,Carl Aldenhoven,1
Carle Gebroeders,,,1
Carl Flesch,Carl Flesch,Carl Flesch,3
Carl Gerard Grube,,,1
Carl Grube,,,1
Carl Grun,,,1
Carl Hohenzollern,,,1
Carl Jacoby,,,1
Carl Kneib,Carl Kneib,,1
Carlo Bianco,Carlo Bianco,Carlo Bianco,1
Carlo Elsen,,,1
Carlo Liters,,,1
Carlos Bruxelles,,,1
Carlos Ernest,,Carlos Ernest,1
Carlos Rubbens,,,1
Carmen Dousset,,,1
Carmen Ferrer,,Carmen Ferrer,1
Carmen Ysaye,,,2
Carola Ernst,,,1
Carola Saxe,,,1
Carolina Jeune,,,1
Carolina Servais,,,1
Caroline Camp,,,1
Caroline Debbaudt,,,2
Caroline Du Sud,,,1
Caroline Graviere,Caroline Graviere,Caroline Graviere,1
Caroline Kamp,Caroline Kamp,,2
Caroline Samuel,,,2
Caroline Sud,,,1
Carolus Brouwerij,,,1
Carolus Daver,,,1
Carolus Dutry,,,2
Carolus Kerkvoorde,,,1
Carolus Langbeen,,,1
Carolus Vandamme,Carolus Vandamme,,1
Carolus Van Damme,,,2
Carolus Verwerft,,,1
Caron Bourgeois,,,3
Caron Rose,Caron Rose,Caron Rose,1
Caro Samuel,Caro Samuel,Caro Samuel,1
Carter Howard,,Carter Howard,2
Carter Howard Egypte,,,1
Casilde Saeys,,,1
Casimir Beckman,,,1
Casimir Dedecker,,,1
Casimir Pont,Casimir Pont,,1
Catharina Archangel,,,1
Catharina Baert,,,2
Catharina Delander,,,1
Catharina Plettinckx,,,1
Catharina Van Renynghe,,,1
Catherina Vandervaeren,,,2
Catherine Baetes,,,1
Catherine Berael,,,1
Catherine Blanchan,,,1
Catherine Colomb,Catherine Colomb,Catherine Colomb,1
Catherine Defosse,,,11
Catherine Defossez,,,8
Catherine Gillain,Catherine Gillain,,2
Catherine Labay,,,2
Catherine Libotte,Catherine Libotte,,1
Catherine Pougin,,,1
Catherine Theunis,,,1
Catherine Van Renynghe,,,1
Catherine Van Zeeland,,,1
Cava Dei,,,6
Cava Tirreni,,,5
Cecil Alleyne,Cecil Alleyne,,1
Cecile Callebert,,,1
Cecile Sainte,,,5
Cecile Tunnel,,,1
Cecile Van Leuven,Cecile Van Leuven,,1
Cecilia Van Leuven,,,1
Cecil Lee,,,1
Cees De Dood,,,2
Celeste Ronse,,,3
Celeste Vaillant,,,1
Celestin Bergh,,Celestin Bergh,1
Celestine Fievet,,,2
Celestine Galli,,,1
Celestin Helman,,,1
Celestin Tavernier,,,2
Celia Cruz,,Celia Cruz,1
Celina Dubrul,,,2
Celina Ingels,,,1
Celina Leclaire,,,1
Celina Madame,Celina Madame,,1
Celina Maddens,,,1
Celina Orbaen,,,1
Celine Baeten,,,1
Cesar Debaets,Cesar Debaets,Cesar Debaets,1
Cesar De Paepe,Cesar De Paepe,Cesar De Paepe,1
Cesar Dutrieux,,,2
Cesare Lombroso,Cesare Lombroso,Cesare Lombroso,5
Cesar Lefebvre,,,1
Cesar Lemaire,Cesar Lemaire,,1
Cesar Mont,,,1
Chafai Dar,,,1
Chanel Pausa,,,1
Channel The,,,2
Chantal Sigaretten,,,1
Charle Albert,,,1
Charle Albert Auguste Cador,,,1
Charle Bianco,,,1
Charle De Tyberchamps,Charle De Tyberchamps,,2
Charles Adolphe Dutry,,,3
Charles Albert,,,1
Charles Alker,,,2
Charles Arlon Lambert Leon,,,1
Charles Arthur Gregoire,,,1
Charles Barbier,,Charles Barbier,1
Charles Barette,Charles Barette,Charles Barette,1
Charles Bayet,Charles Bayet,Charles Bayet,1
Charles Belot,Charles Belot,,1
Charles Bernard,,Charles Bernard,5
Charles Bernard Rachez,,,2
Charles Bogaert,,,1
Charles Bosschere,,,1
Charles Bulard,Charles Bulard,,1
Charles Buls,Charles Buls,Charles Buls,7
Charles Bunyan,,Charles Bunyan,2
Charles Carcan,,,1
Charles Carnera,,,1
Charles Castelot,Charles Castelot,,1
Charles Caulier,,,1
Charles Charlier,,,1
Charles Chretien,,,1
Charles Colle,Charles Colle,Charles Colle,1
Charles Collins,,Charles Collins,1
Charles Corswarem,,,1
Charles D,,,2
Charles Daver,,Charles Daver,1
Charles Davreux,,,3
Charles Debbaudt,,,8
Charles De Beriot,Charles De Beriot,Charles De Beriot,1
Charles De Broqueville,,Charles De Broqueville,1
Charles De Brouckere,Charles De Brouckere,Charles De Brouckere,2
Charles De Buck,,,1
Charles Decarnieres,,,1
Charles Decerf,,,1
Charles De Cuyper,Charles De Cuyper,,1
Charles Degen,,,1
Charles Degroux,,Charles Degroux,1
Charles De Kepper,,,1
Charles De L,,,2
Charles Delbecq,,,6
Charles Delory,,,1
Charles Delplace,,,1
Charles De Merode,,Charles De Merode,1
Charles Dens,Charles Dens,Charles Dens,1
Charles De Pitteurs,,,1
Charles De Poortere,,,1
Charles Deschamps,,Charles Deschamps,1
Charles De Vere,Charles De Vere,,2
Charles Dickens,Charles Dickens,Charles Dickens,1
Charles Doucet,Charles Doucet,Charles Doucet,1
Charles Dubois,,Charles Dubois,2
Charles Dumalin,,,1
Charles Dumolin,Charles Dumolin,Charles Dumolin,1
Charles Dupriez,Charles Dupriez,,1
Charles Dutry,,,3
Charles Emanuel,,,1
Charles Fagnart,,,2
Charles Felu,Charles Felu,Charles Felu,1
Charles Fondu,,,1
Charles Francotte,Charles Francotte,,1
Charles Fremine,Charles Fremine,Charles Fremine,3
Charles Geude,,,1
Charles Gheude,Charles Gheude,,2
Charles Gillion,,,1
Charles Gisler,Charles Gisler,,1
Charles Good,,,1
Charles Gregoire,,,1
Charles Gregoire Huissier,,,1
Charles Groeninckx,,,1
Charles Grube,Charles Grube,Charles Grube,1
Charles Havenith,,,1
Charles Helen,,,1
Charles Helmet,,,1
Charles Helsocht,,,1
Charles Henrotin,,Charles Henrotin,1
Charles Herinckx,,,1
Charles Hohenzollern,,,5
Charles Hugojules,,,1
Charles Jenkins,,Charles Jenkins,1
Charles Joseph D,,,1
Charles Joseph Grave,,,1
Charles Kalb,,,2
Charles Kerkvoorde,,,1
Charles Knaeps,,,1
Charles Lachat,,,1
Charles Lagasse,Charles Lagasse,,1
Charles Lambert,,Charles Lambert,8
Charles Lamquet,Charles Lamquet,,3
Charles Ledresseur,,,1
Charles Lemeur,,,1
Charles Lens,,,1
Charles Lepine,,,1
Charles Liebrechts,Charles Liebrechts,Charles Liebrechts,1
Charles Loughran,Charles Loughran,,1
Charles Louis Ruelens,,,1
Charles Louis Van Geluwe,,,1
Charles Luyckx,,,1
Charles Martel,,Charles Martel,1
Charles Massin,,,1
Charles Melant,Charles Melant,,4
Charles Merckens,,,1
Charles Mertens,,Charles Mertens,1
Charles Michel,,Charles Michel,4
Charles Michel Agent,,,2
Charles Michiels,Charles Michiels,,1
Charles Miller,,Charles Miller,1
Charles Moisson,Charles Moisson,Charles Moisson,3
Charles Montigny,,,2
Charles Napels,Charles Napels,,1
Charles Naples,,,1
Charles Nicola Cour,,,1
Charles Notte,,,1
Charles Paumier,,Charles Paumier,1
Charles Piot,Charles Piot,Charles Piot,2
Charles Pitteurs,,,1
Charles Pontus,,Charles Pontus,1
Charles Potvin,Charles Potvin,Charles Potvin,2
Charles Poutiau,,,1
Charles Quint Chocolat,,,1
Charles Rahlenbeck,Charles Rahlenbeck,Charles Rahlenbeck,1
Charles Rahlenbeek,Charles Rahlenbeek,Charles Rahlenbeek,1
Charles Renard,,Charles Renard,2
Charles Renders,Charles Renders,,2
Charles Reulens,Charles Reulens,,1
Charles Roelens,,,1
Charles Rogier,Charles Rogier,Charles Rogier,2
Charles Roos,Charles Roos,Charles Roos,1
Charles Ruelens,,,5
Charles Salvator,,,1
Charles Samuel,,Charles Samuel,7
Charles Scharres,Charles Scharres,Charles Scharres,1
Charles Schuler,,Charles Schuler,1
Charles Scouvemont,,,1
Charles Simon,,Charles Simon,1
Charles Simonin,,,2
Charles Sluyts,,,1
Charles Somal,,,1
Charles Stappen,Charles Stappen,,3
Charles Sterck,,,1
Charles Sterpigny,,,1
Charles Steyaert,,,1
Charles Tanner,,,1
Charles Tervuere,,,1
Charles Tiberghein,,,1
Charles Tobias,,Charles Tobias,1
Charles Torrens,,,2
