Column 1,viaf,wikidata,Column 2
Martin Simonis Necrologie,,,1
Martin Smallpox,,,1
Martin Swaelmen,,,1
Martinus And,,,1
Martinus Broeder,,,1
Martinus Bruyninckx,,,1
Martinus Kocx,,,1
Martinus Kuytenbrouwer,,Martinus Kuytenbrouwer,2
Martinus Monachus,,,1
Martinus Sannen,,,1
Martin Van Geertruyen,,,1
Martin Virgile,,,2
Martin Wiheries,,,1
Mary Ann,,,1
Mary Broughton,Mary Broughton,,1
Mary Celeste,,,1
Mary Coryell,,,1
Mary Fay,,Mary Fay,2
Mary Floran,Mary Floran,Mary Floran,1
Mary Salomon,,,1
Masson Frederic,,Masson Frederic,1
Masson Louis,,,1
Matadi Leopoldville,,,1
Matagne Renson,,,1
Mata Hari,Mata Hari,Mata Hari,1
Mathias Cox,,,1
Mathias Hubertus Cox,,,1
Mathias Kessels,,,1
Mathias Roelen,,,1
Mathieu Bodson,Mathieu Bodson,,2
Mathieu Brauns,,,2
Mathieu Clemence,,,1
Mathieu Corman,Mathieu Corman,,1
Mathieu Crickboom,Mathieu Crickboom,Mathieu Crickboom,3
Mathieu Cuypers,,,4
Mathieu Hortense,,,1
Mathieu Jumet Hortense,,,1
Mathieu Kessels,,Mathieu Kessels,1
Mathieu Klepper,,,1
Mathieu Polain,Mathieu Polain,Mathieu Polain,2
Mathieu Saint,,,1
Mathieu Selderslagh,,,1
Mathieu Vilegers,,,1
Mathilde Aleida,,,1
Mathilde Bert,Mathilde Bert,,2
Mathilde Coucke,,,3
Mathilde D,,,2
Mathilde De Smet,Mathilde De Smet,,2
Mathilde Dumalin,,,1
Mathilde Freire,,,1
Mathilde Ghijsels,,,1
Mathilde Julie,,,2
Mathilde Lebrun,Mathilde Lebrun,,1
Mathilde Salon,,,1
Mathilde Van Emelen,,,1
Mathildis Bert,,,1
Mathis Bone,,,1
Mathy Pierson,,,1
Mathys Alex,,,1
Mathys Halle,,,1
Mattheus Brancart,,,1
Matthias Saint,,,1
Matthijs Triest,,,1
Matthys Triest,,,1
Maud Delstanche,,,2
Maur Helin,,,1
Maurice Barres,Maurice Barres,Maurice Barres,2
Maurice Bert,,,1
Maurice Blomme,,Maurice Blomme,1
Maurice Boute,,Maurice Boute,1
Maurice Brassserie,,,1
Maurice Cahen,Maurice Cahen,Maurice Cahen,3
Maurice Canter,,,2
Maurice Chabas,Maurice Chabas,Maurice Chabas,1
Maurice Collon,,,1
Maurice Congo,,,1
Maurice Crabbe,,,2
Maurice Criel,,,1
Maurice Deminne,,,5
Maurice Denis,,Maurice Denis,4
Maurice De Ramaix,Maurice De Ramaix,Maurice De Ramaix,1
Maurice De Waleffe,Maurice De Waleffe,Maurice De Waleffe,1
Maurice De Wulf,Maurice De Wulf,Maurice De Wulf,1
Maurice Ebers,Maurice Ebers,,1
Maurice Gambier,,Maurice Gambier,2
Maurice Goethals,,,1
Maurice Gordin,,,1
Maurice Guibert,Maurice Guibert,Maurice Guibert,2
Maurice Hosque,,,1
Maurice Houtart,Maurice Houtart,Maurice Houtart,1
Maurice Joly,,Maurice Joly,2
Maurice Kufferath,Maurice Kufferath,Maurice Kufferath,1
Maurice Leliaert,,,4
Maurice Lingy,,,3
Maurice Lootens,,,1
Maurice Maeterlinck,Maurice Maeterlinck,Maurice Maeterlinck,1
Maurice Meyer,,Maurice Meyer,1
Maurice Micha,Maurice Micha,,1
Maurice Minart,,,1
Maurice Parmentier,,Maurice Parmentier,1
Maurice Peres,,Maurice Peres,1
Maurice Poppelsdorff,,,1
Maurice Raskin,Maurice Raskin,Maurice Raskin,2
Maurice Ravel,,Maurice Ravel,1
Maurice Renders,,,3
Maurice Rogez,,,1
Maurice Salti,,,2
Maurice Smal,,,2
Maurice Tobias,Maurice Tobias,Maurice Tobias,2
Maurice Vandendriessche,,Maurice Vandendriessche,1
Maurice Vanderbecq,,,2
Maurice Van Meenen,Maurice Van Meenen,,1
Maurice Van Straaten,Maurice Van Straaten,,1
Maurice Verstraete,Maurice Verstraete,,1
Maurice Vertongen,,Maurice Vertongen,2
Maurice Vincent,,Maurice Vincent,2
Maurice Xhoneux,,,1
Maurits Bilcke,Maurits Bilcke,Maurits Bilcke,1
Maurits Bossuyt,,,1
Maurits Josson,Maurits Josson,,2
Maurits Reinhard,,,1
Maur Saint,,,10
Mauve Revue,,,1
Mauve Vert,,,1
Mauve Wolfers,,,2
Max Adolphe Hond,,,1
Max And,,,1
Max Bouvet,Max Bouvet,Max Bouvet,1
Max Clart,,,1
Max David,,Max David,2
Max Day,,Max Day,1
Max De Rivers,,,1
Max Du Veuzit,Max Du Veuzit,Max Du Veuzit,1
Max Hargot,,,1
Maxime Brunfaut,Maxime Brunfaut,Maxime Brunfaut,3
Maxime Gaucher,Maxime Gaucher,Maxime Gaucher,1
Maxime Lismonde,,,1
Maxime Villemert,,,1
Maximilien Blieck,,Maximilien Blieck,1
Maximilien Delbecq,,,3
Maximilien Desuter,,,1
Maximilien Desutter,,,1
Maximilien Drossard,,,1
Maximilien Goffint,,,1
Maximilien Quairiat,,,1
Maximilien Verstraete,,,1
Maximilien Willame,,,1
Maxim Lichansky,,,1
Max Immelmann,Max Immelmann,Max Immelmann,1
Max Leo Gerard,,,1
Max Martens,,,1
Max Mossoux,,,1
Max Olieslaegers,,,1
Max Reinhardt,Max Reinhardt,Max Reinhardt,1
Max Schrder,,,2
Max Tobias,,Max Tobias,5
Max Tom,,,1
Max Von Fruhbuss,,,1
Max Von Schinckel,Max Von Schinckel,Max Von Schinckel,1
Maxwell Daring,,,1
Mayer Avocat,,,1
Mayer Huysmans,Mayer Huysmans,,1
Medard Chemin,,,1
Medard De Saint,,,1
Medard Fer,,,1
Medard Ouvrier,,,3
Medard Saint,,,1
Meier Levison,,,1
Meir Anestehsist,,,1
Meir Antwerpen,,,2
Meir Dokter,Meir Dokter,,1
Meir Olifant,,,1
Meir Roelants,,,1
Meir Tilquin,,,1
Meir Zoo,,,1
Melania Samson,,,2
Mello Les,,,1
Mello Van,,,19
Melodie Des,,,1
Melo Van,,,1
Mels Heikant,,,1
Mels Stekene,,,1
Mendes Catulle,Mendes Catulle,Mendes Catulle,1
Mendes De Leon,,,1
Mendes Leon,,,1
Menne Cafe,,,1
Menne Casino,,,2
Mercedes Voiture,,,1
Meri Mulato,,,1
Merlin Cabaret,,,1
Merlin Jollain,,,10
Merlin Loup,,,1
Merri Saint,,,1
Merry De Val,,,1
Merry Spanje,,,1
Merry Val,,,1
Merveille Gollet,,,2
Mery De,,,1
Mery Gare,,,1
Mery Hony,,,1
Mery Meryde,,,1
Mery Ourthe,,,1
Mery Paris,,,1
Mery Pont,,,1
Mery Sur,,,2
Methode Exuber,,,1
Meurice Communal,,,1
Meva Salomonson,,,1
Meyer Bureau,,,10
Meyer Cerf,,,3
Meyer Eisenberger,,,1
Meyer Huisman,Meyer Huisman,,1
Meyer Huysmans,,,2
Meyer Levison,,,2
Meyer Peltzer,,,1
Meyer Pelzer,,,1
Meyer Reysschoot,,,1
Meyer Wahehe,,,1
Mia Maton,,,1
Michael Kramar,Michael Kramar,,1
Michael Pompe,,,1
Micha Mauricce,,,1
Micha Sneyers,,,2
Miche Bertrandadolphe,,,1
Michel Baraque,,,3
Michel Bauw,,,1
Michel Bebaets,,,1
Michel Boyen,,,1
Michel Broqueville,Michel Broqueville,,2
Michel Brusselmans,Michel Brusselmans,Michel Brusselmans,1
Michel Brusselsmans,,,1
Michel Cahen,Michel Cahen,Michel Cahen,1
Michel Cerdan,Michel Cerdan,Michel Cerdan,1
Michel Change,,,1
Michel Changescharles,,,1
Michel Chermanne,,,1
Michel Congres,,,1
Michel Constantinople,,,1
Michel Cronenberg,Michel Cronenberg,,3
Michel Debaets,,,3
Michel Deflandre,Michel Deflandre,,3
Michel Deleeuw,,,1
Michel Der Stappen,,,1
Michel De Saint,,,1
Michel Dubois,,Michel Dubois,3
Michel Duboisbank,,,1
Michel Entree,,,2
Michel Feline,,,1
Michel General,,,5
Michel Genral,,,1
Michel Hambye,,,1
Michel Hock,,Michel Hock,3
Michel Hotel,,,2
Michelin Belge,,,1
Michelin Club,,,1
Michelin Coupe,,,2
Micheline Comtesse,,,1
Micheline Dassy,,,1
Micheline Kahn,Micheline Kahn,Micheline Kahn,2
Michelin Lancer,,,1
Michel Lambert,,Michel Lambert,3
Michel Levy,,Michel Levy,1
Michel Lunetterier,,,1
Michel Medaillier,,,1
Michel Modert,Michel Modert,,1
Michel Mouligneau,Michel Mouligneau,Michel Mouligneau,1
Michel Mourlon,Michel Mourlon,Michel Mourlon,2
Michel Namur,,,1
Michel Opticiench,,,1
Michel Pompe,,,1
Michel Pruvost,Michel Pruvost,,1
Michel Saint,,,16
Michel Simonis,Michel Simonis,,1
Michel Stappen,Michel Stappen,,1
Michel Stern,,,4
Michel Trombone,,,1
Michel Vanderborght,,,1
Michel Van Der Stappen,,,1
Michel Vieujean,,,1
Michel Warin,,,1
Michel Werner,,,1
Michette Lelong,,,1
Michiel Kramar,,,1
Michiels Bosschvoorde,,,1
Michiels Brabant,,,6
Michiels Brabantlouis,,,1
Michiels Coster,,,2
Michiels Cross,,,8
Michiels Crosslouis,,,3
Michiels Cyclocross,,,1
Michiels Decoster,,,1
Michiels De Coster,,,1
Michiels Deridder,,,1
Michiels Laureys,,,2
Michiels Louis,,,1
Michiels Louis Brabant,,,1
Michiels Machelen,,,1
Michiels Peeters,,,1
Michiels Place,Michiels Place,,1
Michiels Schepens,,,1
Michiels Valk,,,1
Mickey Bunner,,,1
Mickey Mouse,Mickey Mouse,,1
Micky Maus,Micky Maus,,1
Mieke Manneke,,,1
Miel De Lee,,,1
Miel De Lee Visser,,,2
Mies Van Der Rohe,Mies Van Der Rohe,Mies Van Der Rohe,1
Miete Preis,,,1
Miete Verhaltnis,,,1
Mietje Wanne,,,1
Mignon Demaret,,,1
Mignon Welte,,,1
Mihael Kramar,,,1
Mike Verstraeten,,Mike Verstraeten,1
Milan Malines,,,1
Mili Peinen,,,1
Milo Crommelynckbruxelles,,,1
Minerva Cine,,,2
Minerva Cinema,,,1
Minerva Haute,,,3
Minerva Moto,,,1
Minerva Palace,,,2
Minerva Palais,,,2
Minerva Rue,,,1
Mines Asturies,,,1
Mines De Kaiping,,,1
Mines Ecole,,,1
Mines Katanga,Mines Katanga,,1
Mines Ponts,Mines Ponts,,1
Mischa Elman,Mischa Elman,Mischa Elman,2
Modeste Carlier,Modeste Carlier,Modeste Carlier,2
Modeste Vandermeersch,,,1
Modeste Van Der Meersch,,,1
Modeste Verlinden,,,1
Modestus Vandermeersch,,,1
Modest Vijt,,,4
Modest Vyt,,,3
Moeder Joris,,,1
Moeder Ouder,,,1
Moeder Sarov,,,1
Moens Genie,,,1
Moens Liege,,,1
Moise Assaier,,,1
Moise Chef,,,1
Moise Jean Baptiste,,,1
Moise Peltier,,,1
Moise Wolf,Moise Wolf,,1
Moise Wolff,,,1
Moke Callier,,,1
Moke Dumas,,,1
Moke Funerailles,,,1
Moke Nathan,,,1
Moke Necrologie,,,1
Moke Pauv,,,1
Molly Esperanto,,,1
Molly Moresnet,,,1
Molly Neutre,,,1
Monique Naessens,,,2
Monique Saint,,,1
Monte Piano,,,1
Monte Verita,,,4
Morane Saulnier,,,1
Morel August,,,1
Morel Commandant,Morel Commandant,,1
Morel Jamart,,,1
Morel Ruys,,,1
Moreno Frezia,,,1
Moris Nyssens,,,1
Moris Vandenbussche,,,1
Mose Bianchi,,Mose Bianchi,1
Moses Kaulbach,,,1
Moses Taeye,,,1
Mozes Canter,,,1
Mozes Olafson,,,1
Muriel Day,Muriel Day,Muriel Day,1
Mustafa Kamal,,Mustafa Kamal,1
Mutien Frere,,,1
Myrtle Watkins,,Myrtle Watkins,5
Myrtle Watkyns,,,1
Naam Collinszonder,,,1
Nadia Boulanger,Nadia Boulanger,Nadia Boulanger,1
Nagy Moholy,,,1
Nahum Sluszny,,,1
Nahum Sluzny,,,1
Nancy Rees,,,1
Napoleon Anciau,,,2
Napoleon Bonaparte,,Napoleon Bonaparte,1
Napoleon De Keyser,,,2
Napoleon De Wachter,,,1
Napoleon Wachter,,,2
Napoleon Waterloo,,,1
Narcisse Ablay,,Narcisse Ablay,1
Nasri Bey,,,1
Natalia Reznik,,,1
Nathalie Reznik,,,1
Nathan Meyer,,Nathan Meyer,1
Naturelle Facultes,,,1
Naum Sluszny,Naum Sluszny,Naum Sluszny,1
Naum Sluzny,Naum Sluzny,,1
Naval Chantier,,,3
Naval Chantier D,,,1
Naval Conference,,,1
Naval Conferentie,,,1
Naval Jabon,,,1
Neder Over,,,5
Neige Dvieille,,,1
Neiges D,Neiges D,,2
Neiges Dvieille,,,1
Neiges Dysaye,,,1
Neiges Les D,,,2
Neige Temperature,,,1
Neil Armstrong,Neil Armstrong,Neil Armstrong,1
Nelis Aeroplanes,,,3
Nelis Ans,,,1
Nelis Lebon,,,2
Nelis Roi,,,1
Nelis Tips,,,1
Nelis Vliegen,,,1
Nelis Vliegtuigen,,,1
Nellie Kring,,,1
Nelly Aciana,,,1
Nelly Mousset,,,3
Nelly Vos,,,1
Nelson Cinematographe,,,1
Nelson Folle,,,1
Nelson Follet,,,7
Nelson Le Follet,,Nelson Le Follet,11
Nelson Pantomiemen,,,1
Nelson Troupe,,,2
Nelson Viganego,,,3
Nelson Williams,,Nelson Williams,5
Nena Perea,,,1
Nestor De Tiere,Nestor De Tiere,Nestor De Tiere,1
Nestor Docteur,,,2
Nestor Langendries,,,1
Nestor Wilmart,,,5
Neus Bult,,,2
Neus Poesjenel,,,1
Neve De,,,1
Neve De Rode,,,1
Neve Goethals,,,1
Neve Jacques,Neve Jacques,Neve Jacques,1
Neve Siroul,,,1
Nias Papier,,,1
Nicaise George,,,1
Nicholas Reyntiens,,,1
Nick Holland,Nick Holland,Nick Holland,1
Nick Old,,,1
Nicolaas Rusland,,,1
Nicolaas Severen,,,1
Nicolaas Vaandelfeest,,,1
Nicolaas Van Wijk,,Nicolaas Van Wijk,2
Nicolaas Van Wijk Henryk Sienkiewicz,,,1
Nicolaas Wijk,,,1
Nicolaes Waes,,,1
Nicolas Ambreville,,,1
Nicolas Boiron,,Nicolas Boiron,2
Nicolas Capelle,Nicolas Capelle,,1
Nicolas Cornez,,,1
Nicolas Defrecheux,Nicolas Defrecheux,Nicolas Defrecheux,1
Nicolas Delloye,,,1
Nicolas De Myre,Nicolas De Myre,Nicolas De Myre,1
Nicolas De Saint,,,6
Nicolas Fievet,,,2
Nicolas Haroppe,,,1
Nicolas Helena,,,3
Nicolas Hubert,,Nicolas Hubert,1
Nicolas Landmeyer,,,2
Nicolas Laoureux,Nicolas Laoureux,,1
Nicolas La Saint,,,1
Nicolas Ledent,,,2
Nicolas Loof,Nicolas Loof,,1
Nicolas Poncelet,Nicolas Poncelet,,1
Nicolas Renard Rio,,,1
Nicolas Reyntiens,Nicolas Reyntiens,Nicolas Reyntiens,1
Nicolas Sacrez,,,1
Nicolas Saint,,,6
Nicolas Schffer,,,1
Nicolas Van Wijk,,,2
Nicolas Woolf,,,1
Nicolas Woolfs,,,1
Nicolas Ysaye,,,3
Nicolaus Otto,,Nicolaus Otto,1
Nicolay Faure,Nicolay Faure,,1
Nicole Bauwens,,,1
Nicole Roobroeck,,,1
Nicolette Franck,Nicolette Franck,Nicolette Franck,1
Nico Rost,Nico Rost,Nico Rost,1
Nielsen Archangel,,,1
Niklaas Severen,,,1
Niklaas Sint,,,1
Niklaas Vaandelfeest,,,1
Niklaas Van Sint,,,2
Nils Ason,Nils Ason,,1
Nilsson Congo,,,3
Nina Butler,Nina Butler,,1
Nina De Callias,Nina De Callias,Nina De Callias,4
Nina De Villard,Nina De Villard,Nina De Villard,4
Nina De Villars,Nina De Villars,,1
Niobe Wappers,,,2
Noach Violon,,,1
Nobel Litterature,,,1
Nobel Verhaeren,,,4
Noe Compris,,,3
Noel Affaire,,,2
Noel Drame,Noel Drame,,1
Noel Garde,,,4
Noel Joyeux,Noel Joyeux,,1
Noelly Milliaud,,,3
Noelly Mme,,,1
Noel Notet,,,2
Noel Roly,,,1
Noe Spiegels,,,1
Norbert Carroen,,,1
Norbert Hougardy,Norbert Hougardy,Norbert Hougardy,1
Norbert Peeters,Norbert Peeters,,1
Norbert Peeters Boogschieten,,,1
Norbert Peltier,Norbert Peltier,,1
Norin Confo,,,2
Norin Congo,,,4
Norma Lossignol,,,1
Norman Johnson,,Norman Johnson,1
Nova Chaussee,,,3
Nova Cine,,,1
Nova Pizza,,,1
Nova Zembla,,,1
Nubar Cannes,,,1
Nubar Darschot,,,1
Nubar Marriage,,,1
Nubar Schoonhoven,,,1
Octaaf Bert,,,1
Octaaf Rotsaert,,Octaaf Rotsaert,2
Octave Auguste Michaux,,,1
Octave Daver,,,1
Octave Delepierre,Octave Delepierre,Octave Delepierre,1
Octave Falleur,,,1
Octave Jacques,,,5
Octave Jeude,,,1
Octave Lejeune,Octave Lejeune,,1
Octave Maus,Octave Maus,Octave Maus,1
Octave Michaux,,,4
Octave Rotsaert,,Octave Rotsaert,2
Octavie Lejeune,,,2
Octavie Petit,,,1
Octavie Renard,,,1
Octavie Van Cauwenberge,,,1
Odiel Delporte,,,2
Odile Sainte,,,1
Odon Gillion,,,1
Odon Jules Gillion,,,1
Olga Benario,,Olga Benario,2
Olga Boone,Olga Boone,,2
Olga Romanoff,Olga Romanoff,,1
Olivier Arnould,Olivier Arnould,Olivier Arnould,1
Olivier Delville,Olivier Delville,,1
Olivier Holle,,,2
Olivier Horgnies,,,1
Olivier Rouma,,Olivier Rouma,1
Olof Wijk,Olof Wijk,,1
Olympia Edouard Manet,,,3
Omer Bert,,,1
Omer Bon,,,1
Omer Brabant,,,3
Omer De Bouillon,,,16
Omer Defalque,,,1
Omer Degueldre,,,3
Omer Eduardo Francois Anthony,,,1
Omer Guillemain,,,1
Omer Les,Omer Les,,1
Omer Licot,,,1
Omer Selschotter,,,1
Omer Thys,,,1
Omer Van Bost,,,1
Omer Vanooteghem,,,1
Omer Van Ooteghem,,,1
Omer Wattez,Omer Wattez,Omer Wattez,3
Omer Wese,,,4
Omer Weverberg,,,1
Omer Weze,,,1
Onder Nummer,,,1
Onder Vreemden,,,1
Onno Brand,,,1
Orban Bierset,,,3
Orban Calmeyn,,,1
Orban Frere,,,3
Orban Gonda,,,1
Orban Schulpen,,,3
Orlando Averino,,,1
Oscar Bert,,,5
Oscar Cerf,,,1
Oscar Dapsens,,,3
Oscar De Backer,,,1
Oscar Defreyne,,,1
Oscar De Laeter,,,1
Oscar De Smedt,,,1
Oscar Doublet,,Oscar Doublet,1
Oscar Dubois,,,1
Oscar Dufour,,,1
Oscar Foerster,,,1
Oscar Fondu,,,1
Oscar Fouillot,,,3
Oscar Gervais,Oscar Gervais,,1
Oscar Gregoire,,Oscar Gregoire,1
Oscar Hinderyckx,,,1
Oscar Huet,Oscar Huet,,1
Oscarine Dufour,,,1
Oscar Kuhl,,,1
Oscar Leclerc,Oscar Leclerc,,2
Oscar Leclercq,,,1
Oscar Le Grelle,,,1
Oscar Lepoutre,,,1
Oscar Muller,,Oscar Muller,1
Oscar Paul Gilbert,,,1
Oscar Peene,,,2
Oscar Proost,,,2
Oscar Schellekens,Oscar Schellekens,Oscar Schellekens,1
Oscar Stoumon,Oscar Stoumon,Oscar Stoumon,1
Oscar Stoumont,,,1
Oscar Sweron,,,1
Oscar Terlinden,,,1
Oscar Vandermeersch,,,1
Oscar Van Der Meersch,,,1
Oscar Van Peene,,,1
Oscar Wilde,Oscar Wilde,Oscar Wilde,7
Oskar Foerster,Oskar Foerster,,1
Oskar Johansson,,Oskar Johansson,2
Oste Karel,,,1
Oswald Allard,Oswald Allard,,4
Oswald And,,,1
Oswald Pohl,Oswald Pohl,Oswald Pohl,1
Oswald Poreau,Oswald Poreau,Oswald Poreau,2
Oswald Verstraete,,,2
Otto Bauer,Otto Bauer,Otto Bauer,1
Otto Langen,,,1
Otto Poullet,,,1
Otto Siegburg,,Otto Siegburg,1
Ouri Cahen,,,1
Pacific Canadia,,,1
Pacific Canadian,,,4
Paco De Lucena,Paco De Lucena,Paco De Lucena,1
Paco Lucena,Paco Lucena,,1
Palle Huld,Palle Huld,Palle Huld,2
Pall Mall,,,1
Palmyre Huybrechts,,,1
Pancho Villa,Pancho Villa,Pancho Villa,3
Paquita Zarate,,,1
Parfaite Menagere,,,1
Parfaite Union,,,2
Parfait Horgnies,,,1
Parfait Rousseaux,,,3
Parfait Thuillies,,,1
Parsifal Malpertuis,,,1
Parys Anna,,,1
Parys La Fillette,,,1
Parys Mlle,,,3
Parys Van,,,3
Pascal Dombret,,,1
Paschal Dombret,,,1
Pasquier Amelda,,,1
Pasquier Armelda,,,1
Pasquier Mlle,,,1
Pasquier Nu,,,1
Pasquier Oulda,,,8
Pasquier Salon,,,2
Pasquier Studio,,,1
Pasquier Tableau,,,1
Pasquier Trio,,,1
Pasteur Angers,,,1
Pasteur Bon,,,1
Pasteur Dautrebande,,,1
Pasteur De Bois,,,1
Pasteur Hondsdolheid,,,1
Pasteur Jubile,,,1
Pasteur Le Bon,Pasteur Le Bon,,1
Pasteur Ledoux,,,1
Pasteur Nicholet,,,2
Pasteur Sens,,,1
Pastoor Claus,,,1
Pastoor De Coninck,,,1
Pastoor De Ville,,,1
Pastoor Gerecht,,,1
Pastoor Moerkerke,,,2
Pastoor Sint,,,1
Pastoor Truyts,,,2
Pastoor Veroordeeld,,,1
Pastoor Verschaeve,,,1
Pastoor Vrints,,,2
Pastoor Zammelen,,,1
Pathe Arenberg,,,1
Pathe Artistic,,,2
Pathe Cinema,Pathe Cinema,,3
Pathe Josse,,,1
Pathe Nord,,,2
Pathe Theatre,,,2
Patria Dubec,,,1
Patria Portet,,,1
Patria Pro,,,1
Patria Tabak,,,1
Patria Tongres,,,1
Patrick Bronte,,Patrick Bronte,2
Patrick De Schepper,Patrick De Schepper,,1
Patrizio Castiglione,,,1
Patrizio Comte,,,1
Paul Adolphe,,,3
Paul Adrien Bourdaloue,Paul Adrien Bourdaloue,Paul Adrien Bourdaloue,1
Paul Albert De Poortere,,,2
Paul Babusiaux,,,1
Paul Becker,,Paul Becker,1
Paul Bertha Rosseel,,,2
Paul Bonduelle,Paul Bonduelle,Paul Bonduelle,2
Paul Bonet,Paul Bonet,Paul Bonet,1
Paul Bor,,Paul Bor,1
Paul Borel,,Paul Borel,1
Paul Boure,Paul Boure,Paul Boure,2
Paul Brasseur,Paul Brasseur,,2
Paul Brun,,,1
Paul Bruns,,Paul Bruns,2
Paul Casimir Lambert,,,1
Paul Catherine,,,1
Paul Cauchie,Paul Cauchie,Paul Cauchie,1
Paul Cerfontaine,,,1
Paul Cerviere,,Paul Cerviere,1
Paul Chibert,,,1
Paul Clemen,,Paul Clemen,1
Paul Congo,,,1
Paul Cornez,,,2
Paul Corvilain,,,3
Paul Dangla,,Paul Dangla,1
Paul De Barchifontaine,Paul De Barchifontaine,,2
Paul De Borman,,Paul De Borman,1
Paul De Favereau,Paul De Favereau,Paul De Favereau,1
Paul De Fre,Paul De Fre,,1
Paul De Greef,Paul De Greef,,1
Paul De Groote,,Paul De Groote,1
Paul Dejaer,,,2
Paul Delferriere,,,1
Paul Delloye,,,1
Paul Delvaux,Paul Delvaux,Paul Delvaux,4
Paul Deman,Paul Deman,Paul Deman,1
Paul De Meeus,,,3
Paul De Poortere,,,1
Paul De Sauvage,,,1
Paul Descamps,Paul Descamps,,5
Paul Desire Langen,,,1
Paul Desmet,,,1
Paul De Smet,,Paul De Smet,1
Paul De Wit,Paul De Wit,Paul De Wit,1
Paul Drapier,Paul Drapier,,3
Paul Duguet,,,1
Paule Cauchie,,,1
Paulet Adele,,,1
Paulet Bourgeois,,,1
Paulet Demolon,,,1
Paulet Fildeferiste,,,1
Paulet Florent,Paulet Florent,,1
Paulet Hotel,,,1
Paulet Jean Baptiste,,,2
Paulet Jean Baptiste Coutelier,,,1
Paul Fievet,Paul Fievet,,1
Paul Fisch,,,3
Paul Fooz,,,2
Paul Foxius,Paul Foxius,,1
Paul Francois Huart,,,1
Paul Gerling,,,1
Paul Gilbert,,Paul Gilbert,1
Paul Goffin,Paul Goffin,,1
Paul Govaere,,,1
Paul Gurk,Paul Gurk,Paul Gurk,1
Paul Hamelius,Paul Hamelius,Paul Hamelius,1
Paul Hankar,Paul Hankar,Paul Hankar,1
Paul Hanse,,,1
Paul Heeren,Paul Heeren,Paul Heeren,2
Paul Heger,Paul Heger,Paul Heger,1
Paul Heinzelmann,Paul Heinzelmann,Paul Heinzelmann,1
Paul Henry,,Paul Henry,1
Paul Heusy,,,1
Paul Hirsche,Paul Hirsche,,1
Paul Huart,,,1
Paulina Claes,,,2
Paulin Boma Congo,,,1
Paulin Congo,,,1
Pauline Bert,Pauline Bert,,1
Pauline Claes,Pauline Claes,,1
Pauli Necrologie,,,1
Pauline David Verbist,,,1
Pauline Desomberg,,,6
Pauline Jollain,,,1
Pauline Lyon,Pauline Lyon,,1
Pauline Marcelle,Pauline Marcelle,Pauline Marcelle,2
Pauline Moury,,,1
Pauline Pettens,,,1
Pauline Quint,Pauline Quint,,1
Pauline Raemaekers,,,1
Pauline Rocher,Pauline Rocher,,1
Pauline Verbist,,,2
Pauline Villa,,,1
Paulin Sosson,,,1
Paul Jamin,Paul Jamin,Paul Jamin,1
Paul Jaspar,,Paul Jaspar,1
Paul Kruger,,Paul Kruger,1
Paul Lambotte,Paul Lambotte,,4
Paul Lemay,,Paul Lemay,1
Paul Licops,,,1
Paul Mahieu,Paul Mahieu,Paul Mahieu,1
Paul Marcelle,,Paul Marcelle,2
Paul Marcoux,Paul Marcoux,,1
Paul Masure,Paul Masure,,1
Paul Maton,Paul Maton,,1
Paul Meerbergen,Paul Meerbergen,,1
Paul Nerinckx,,,1
Paul Noblet,Paul Noblet,,1
Paul Otlet,Paul Otlet,Paul Otlet,4
Paul Peeters,Paul Peeters,Paul Peeters,2
Paul Pons,,Paul Pons,11
Paul Poupaert,,,1
Paul Raymond Meerbergen,,,2
Paul Renders,,,3
Paul Robin,,Paul Robin,1
Paul Rose,,Paul Rose,4
Paul Rose Dora Le Bizet,,,1
Paul Saint,,,3
Paul Saintenoy,Paul Saintenoy,Paul Saintenoy,1
Paul Samy,,Paul Samy,1
Paul Sartiaux,,,1
Paul Storms,Paul Storms,,4
Paul Struyf,Paul Struyf,,1
Paul Tiberghien,,,2
Paul Trasenster,Paul Trasenster,Paul Trasenster,2
Paulus Calvaire,,,1
Paulus Cornille,,,1
Paulus Corvilain,,,2
Paulus Desire Langen,,,1
Paulus Langen,,,1
Paulus Meerbergen,,,1
Paulus Van Cotthem,,,1
Paul Van Cleemputte,,,1
Paul Vanden Boeynants,Paul Vanden Boeynants,Paul Vanden Boeynants,1
Paul Van Imschoot,Paul Van Imschoot,Paul Van Imschoot,1
Paul Van Zeeland,Paul Van Zeeland,Paul Van Zeeland,1
Paul Varlette,,,1
Paul Verlaine,,,3
Paul Viardot,Paul Viardot,Paul Viardot,1
Paul Villars,,,2
Paul Viry,,,1
Paul Vlaanderen,Paul Vlaanderen,,1
Paul Voituron,Paul Voituron,Paul Voituron,1
Paul Werrie,Paul Werrie,,1
Paul Wildiers,,,1
Paul Wissaert,,Paul Wissaert,2
Pauwels Boeck,,,1
Pauwels Gremaux,,,1
Pauwels Schandaal,,,1
Pauwels Tabak,,,2
Pauwels Werbrouck,,,1
Pedro Americo,Pedro Americo,Pedro Americo,1
Pedro De Freitas,,,2
Pedro Roi,,,1
Peeters Brabant,,,2
Peeters Brabantward,,,1
Peeters Cross,,,1
Peeters Crossward,,,1
Peeters Gemeentehuis,,,1
Peeters Kools,,,1
Peeters Leeuw,,,11
Peeters Louis,,Peeters Louis,2
Peeters Massenhoven,,,1
