,persons_names,isName
818,Blanche Negresse,Possible nom
819,Davis Pierpont,Possible nom
820,Mary Broughton,Possible nom
821,Wilhelm Voigt,Possible nom
822,Louis Delattre,Possible nom
823,Poppe Verschelden,Possible nom
824,Maud Delstanche,Possible nom
825,Albert Bougnon,Possible nom
826,Albert Thonus,Possible nom
827,Harmonie Scheut,Possible nom
828,Leopold N,Possible nom
829,Laken Voetbalclub,Possible nom
830,Evariste Carpentier,Possible nom
831,Charlotte Lormont,Possible nom
832,Rosa Harris,Possible nom
833,Lea Siria,Possible nom
834,Siria Venturini,Possible nom
835,Andre Deflandre,Possible nom
836,Julien Deflandre,Possible nom
837,Michel Deflandre,Possible nom
838,Albert Sohle,Possible nom
839,Albert Solre,Possible nom
840,Storm Tempte,Possible nom
841,Yvonn De Rocker,Possible nom
842,Yvonne De Rocker,Possible nom
843,Armand Denisty,Possible nom
844,Arman Denisty,Possible nom
845,Victor Reding,Possible nom
846,Jacobs Brasserie,Improbable
847,Albert Schie,Possible nom
848,Albert Solfe,Possible nom
849,Albert Solie,Possible nom
850,Guillaume Van Oenen,Possible nom
851,Joseph Devos,Possible nom
852,Coleta Matthys,Possible nom
853,Severinus De Priester,Possible nom
854,Auguste Vermeulen,Possible nom
855,Robin Variete,Possible nom
856,Frans Broymans,Possible nom
857,Leopold Bauwel,Possible nom
858,Alphonse Beeckman,Possible nom
859,Simonis De Dudezeele,Possible nom
860,Fernando Pessoa,Possible nom
861,Reinaldo Ferreira,Possible nom
862,Reinaldo Ferrera,Possible nom
863,Reynaldo Ferreira,Possible nom
864,Reynaldo Ferrera,Possible nom
865,Santa Rita,Possible nom
866,Berthe Morisot,Possible nom
867,Irene Kafka,Possible nom
868,Edouard Davelouis,Possible nom
869,Leon Van Hout,Possible nom
870,Bronte Mdlle,Possible nom
871,Bronte Miss,Possible nom
872,Bronte Mlle,Possible nom
873,Hilarion Eslava,Possible nom
874,Henry De Frahan,Possible nom
875,Louis Renders,Possible nom
876,Poppe Peelman,Possible nom
877,Ben Ali,Possible nom
878,Ben Ali Zine El-Abidine,Possible nom
879,Aline Lambele,Possible nom
880,Victor Buurmans,Possible nom
881,Jean Tybosch,Possible nom
882,Jeanne Souffrieau,Possible nom
883,Cohen Dolloy,Possible nom
884,Carle Gebroeders,Possible nom
885,Cohen Koelman,Possible nom
886,Armand Lepere,Possible nom
887,Vester Azijn,Possible nom
888,Jos Damien,Possible nom
889,Lison Claude,Possible nom
890,Renard Commissaire,Possible nom
891,Doren Cerclevan,Possible nom
892,Frans Kops,Possible nom
893,Albert Solde,Possible nom
894,Gilbert Congo,Possible nom
895,Lacroix Pre,Possible nom
896,Adalbert Prince,Possible nom
897,Etel Prince,Possible nom
898,Franz Ferdinand,Possible nom
899,Flore Galles,Possible nom
900,Albert De Galles,Possible nom
901,Andries Georges,Possible nom
902,Meyke Brasserie,Improbable
903,Pedro De Freitas,Possible nom
904,Claude Desvalliers,Possible nom
905,Daniel Lesueur,Possible nom
906,Helene Lauverniere,Possible nom
907,Jane De Magny,Possible nom
908,Jeanne De Magny,Possible nom
909,Jeanne Moreau-Joussaud,Possible nom
910,Jean Rosmer,Possible nom
911,Marcel Etienne,Possible nom
912,Marcelle Lythe,Possible nom
913,Marie Le Miere,Possible nom
914,Michel Cerdan,Possible nom
915,Paul Cerviere,Possible nom
916,Raoul Maltravers,Possible nom
917,Yvonne Loisel,Possible nom
918,Yvonne Maryv,Possible nom
919,Frans Magermans,Possible nom
920,Kobe Labaer,Possible nom
921,Maurice Houtart,Possible nom
922,Bosch Ten,Possible nom
923,Florent Ivens,Possible nom
924,Fernando Palatin,Possible nom
925,Gustave De Vos,Possible nom
926,Francois Meubus,Possible nom
927,Isabelle Hedoire,Possible nom
928,Yves Meubus,Possible nom
929,Rosiere Grand,Possible nom
930,Aurore Telegraphiques,Possible nom
931,Paul Goffin,Possible nom
932,Louis Xvi,Possible nom
933,Maria Venturini,Possible nom
934,Pauline Rocher,Possible nom
935,Albert Huvenne,Possible nom
936,Albert Solue,Possible nom
937,Lievin Danneel,Possible nom
938,Christiaens Jean-Baptiste,Possible nom
939,Henri Oedenkoven,Possible nom
940,Monte Verita,Possible nom
941,Emile Chautard,Possible nom
942,Meva Salomonson,Possible nom
943,Petrus Depriester,Possible nom
944,Petrus De Priester,Possible nom
945,Pierre De Priester,Possible nom
946,Pieter De Priester,Possible nom
947,Edmond Pauwels,Possible nom
948,Guillaume Pauwels,Possible nom
949,Pauwels Werbrouck,Possible nom
950,Louis Bufquin,Possible nom
951,Louis De Ridder,Possible nom
952,Georges Lebens,Possible nom
953,Louis Varlez,Possible nom
954,Frederick Douglass,Possible nom
955,Rogier Germaansch,Possible nom
956,Rogier Germanique,Improbable
957,Lieven Talleyrand,Possible nom
958,Rene Reding,Possible nom
959,Ewald Quintette,Improbable
960,Ewald Quintuor,Possible nom
961,Victor Ewald,Possible nom
962,Abel Leclercq,Possible nom
963,Sylvain Galand,Possible nom
964,Frans Dewinter,Possible nom
965,Jacques Soldat,Possible nom
966,Pauline Raemaekers,Possible nom
967,Jan Crols,Possible nom
968,Boni President,Possible nom
969,Mathieu Polain,Possible nom
970,Jules Cour,Possible nom
971,Pierre Boni,Possible nom
972,Pierre Boni President,Possible nom
973,Jaap Gidding,Possible nom
974,Teresina Negri,Possible nom
975,Verstraete Geboorte,Improbable
976,Verstraete Julius,Possible nom
977,Verstraete Laureins,Possible nom
978,Fritz Lang,Possible nom
979,Gottfried Huppertz,Possible nom
980,Pastoor Truyts,Possible nom
981,Clement De Saint-Marcq,Possible nom
982,Florimond Medo,Possible nom
983,Jules Medo,Possible nom
984,Reinhard Josson,Possible nom
985,Line Departs,Possible nom
986,Line Liste,Possible nom
987,Jules Fleury,Possible nom
988,Charles Fondu,Possible nom
989,Walter Capiau,Possible nom
990,Leon Schueremans,Possible nom
991,Pieter Jozef Truyts,Possible nom
992,Floor Cloth,Possible nom
993,Marco Siva,Possible nom
994,Kurt Rieth,Possible nom
995,Merlin Jollain,Possible nom
996,Albert Moutias,Possible nom
997,Jean Bertheroy,Possible nom
998,Lucie Delarue-Mardrus,Possible nom
999,Maxime Villemert,Possible nom
1000,Fernand De Jardin,Possible nom
1001,Jos Praats,Possible nom
1002,Albert Vander Linden,Possible nom
1003,Marie Louise Wagner,Possible nom
1004,Antoine Van Geel,Possible nom
1005,Ernest Van Der Linden,Possible nom
1006,Edgard Poelmans,Possible nom
1007,Omer De Bouillon,Possible nom
1008,Constant Le Boucher,Possible nom
1009,Dirk Van Den Berg,Possible nom
1010,Jos Van Dem,Possible nom
1011,Alexandre Wigand,Possible nom
1012,Georges Queritet,Possible nom
1013,Jules Verne,Possible nom
1014,Albert Sotie,Improbable
1015,Jules Du Jardin,Possible nom
1016,Alfred Bastin,Possible nom
1017,Charlier Arenberg,Possible nom
1018,Camille Charlier,Possible nom
1019,Esther Charlier,Possible nom
1020,Jules Urbain Ottignies,Possible nom
1021,Charlier Ottignies,Possible nom
1022,Esther Ravestein,Possible nom
1023,Romain Libert,Possible nom
1024,Romain Ottignies,Possible nom
1025,Paul Gerling,Possible nom
1026,Abdul Dumalin,Possible nom
1027,Laurent Braun,Possible nom
1028,Laurent Brauns,Possible nom
1029,Charles Dumalin,Possible nom
1030,Charles Dumolin,Possible nom
1031,Julien Dumalin,Possible nom
1032,Edouard Decorte,Possible nom
1033,Edouard De Corte,Possible nom
1034,Eduard Decorte,Possible nom
1035,Eduard De Corte,Possible nom
1036,Gustaaf De Corte,Possible nom
1037,Gustave De Corte,Possible nom
1038,Jacques Bourdon,Possible nom
1039,Jan Van Boeckel,Possible nom
1040,Jean Van Boeckel,Possible nom
1041,Joannes Van Boeckel,Possible nom
1042,Joseph De Corte,Possible nom
1043,Jules Dumalin,Possible nom
1044,Justine Lambrecht,Possible nom
1045,Leon Dumalin,Possible nom
1046,Leopold Vandenneste,Possible nom
1047,Leopold Van Den Neste,Possible nom
1048,Louis Bourdon,Possible nom
1049,Marie Dumalin,Possible nom
1050,Mathilde Dumalin,Possible nom
1051,Oscar Hinderyckx,Possible nom
1052,Kiem Verschave,Possible nom
1053,Charles Dens,Possible nom
1054,Pieters Robert,Possible nom
1055,Geboren Te,Improbable
1056,Anna Van Leuven,Possible nom
1057,Cecile Van Leuven,Possible nom
1058,Cecilia Van Leuven,Possible nom
1059,Frans Deckx,Possible nom
1060,Henri Stassinet,Possible nom
1061,Joseph Kockx,Possible nom
1062,Jozef Kockx,Possible nom
1063,Marie Jeanne Stassinet,Possible nom
1064,Raymond Termote,Possible nom
1065,Reimond Termote,Possible nom
1066,Liberale Parc,Possible nom
1067,Emil Naucke,Possible nom
1068,Felix Bernard,Possible nom
1069,Henri Van Tol,Possible nom
1070,Paul Pons,Possible nom
1071,Ernesto Tornquist,Possible nom
1072,Joseph J,Possible nom
1073,Perry Galoches,Improbable
1074,Felicite Hubert Poncelet,Possible nom
1075,Hubert Rabet,Possible nom
1076,Edouard De Keyser,Possible nom
1077,Edouard Keyser,Possible nom
1078,Jeanne Delaunoy,Possible nom
1079,Romero Garcia,Possible nom
1080,Charles Potvin,Possible nom
1081,Adolphe Strimel,Possible nom
1082,Joseph Complementaire,Possible nom
1083,Alphonsus Langbeen,Possible nom
1084,Alphonsus Petrus Langbeen,Possible nom
1085,Leopold Cateaux,Possible nom
1086,Guillaume Bernays,Possible nom
1087,Joseph Versluys,Possible nom
1088,Jozef Versluys,Possible nom
1089,Lula Kanui,Possible nom
1090,Afrika Bank,Possible nom
1091,Africa South,Possible nom
1092,Charles Napels,Possible nom
1093,Charles Naples,Possible nom
1094,Francois Beranger,Possible nom
1095,Florent Wattecamps,Possible nom
1096,Israel Handball,Possible nom
1097,Henri Van Hoeck,Possible nom
1098,Jan Welters,Possible nom
1099,Florentia Kens,Possible nom
1100,Rene Himme,Possible nom
1101,Rene Himmer,Possible nom
1102,Jules Delval,Possible nom
1103,Clement Le Boucher,Possible nom
1104,Simon Puymbroeck,Possible nom
1105,Heinrich Eberle,Possible nom
1106,Alfred Dreyfus,Possible nom
1107,Alban Bertrand,Possible nom
1108,Bertrand Alban,Possible nom
1109,Maria Cata,Possible nom
1110,Maria Catharina Sillis,Possible nom
1111,Rene Delplace,Possible nom
1112,Maurice Gambier,Possible nom
1113,Ghilain Necrologie,Possible nom
1114,Harold Drory,Possible nom
1115,Florent Evrard,Possible nom
1116,Leopold Ii,Possible nom
1117,Georges Gratie,Possible nom
1118,Claude Chabry,Possible nom
1119,Emile Delplace,Possible nom
1120,Wilford Delplace,Possible nom
1121,Adolphe Max,Possible nom
1122,Verstraete Demeulenaere,Possible nom
1123,Benny Auwera,Possible nom
1124,Leon Delalieux,Possible nom
1125,Hoste Necrologie,Possible nom
1126,Carolus Kerkvoorde,Possible nom
1127,Charles Kerkvoorde,Possible nom
1128,Edouard Fetis,Possible nom
1129,Emile Jooris,Possible nom
1130,Emile Jooris Necrologie,Possible nom
1131,Polydore Thery,Possible nom
1132,Theodore Jouret,Possible nom
1133,Thery Necrologie,Possible nom
1134,Louis Van Paridon,Possible nom
1135,Alexander Ponchon,Possible nom
1136,Alexandre Dapsens,Possible nom
1137,Alexandre Ponchon,Possible nom
1138,Alex Ponchon,Possible nom
1139,Hubert Poncelet,Possible nom
1140,Anne Ferrant,Possible nom
1141,Eden Theatre,Possible nom
1142,Albert Cambier,Possible nom
1143,Happy Max,Possible nom
1144,Max Adolphe Hond,Possible nom
1145,Raze Brasserie,Improbable
1146,Donis Moulin,Possible nom
1147,Neiges Les D,Possible nom
1148,Frans Hens,Possible nom
1149,Leon Valade,Possible nom
1150,Emile Nyssens,Possible nom
1151,Moris Vandenbussche,Possible nom
1152,Moris Nyssens,Possible nom
1153,Jean Stuyck,Possible nom
1154,Alfred Titeca,Possible nom
1155,Bosco Goochelaar,Possible nom
1156,Irma Sethe,Possible nom
1157,Georges Coupez,Possible nom
1158,Albert Bouche,Possible nom
1159,Adolphe Nyssens,Possible nom
1160,Manille Hens,Possible nom
1161,Manille Consul,Possible nom
1162,Arnold Suicide,Possible nom
1163,Arnold Tillieur,Possible nom
1164,Raoul Le Boucher,Possible nom
1165,Marie Jose,Possible nom
1166,Constant Goetschalck,Possible nom
1167,Jess Petersen,Possible nom
1168,Benedicta Daman,Possible nom
1169,Benedicte Daman,Possible nom
1170,Victor Closen,Possible nom
1171,Virginia Daman,Possible nom
1172,Virginie Daman,Possible nom
1173,Audomarus Vandenhoeck,Possible nom
1174,Philip Levie,Possible nom
1175,Philippe Levie,Possible nom
1176,Paul Vanden Boeynants,Possible nom
1177,Manille Ker,Possible nom
1178,Adrienne Doncker,Possible nom
1179,Angele Derycke,Possible nom
1180,Jan De Man,Possible nom
1181,Jan Man,Possible nom
1182,Albert Delwarte,Possible nom
1183,Pierre Souppeau,Possible nom
1184,Line Star,Possible nom
1185,Alfons Steurs,Possible nom
1186,Alphonse Steurs,Possible nom
1187,Clement Le Terrassier,Possible nom
1188,Pastoor Verschaeve,Possible nom
1189,Neiges D,Possible nom
1190,Ignace Lovens,Possible nom
1191,Nicolas Poncelet,Possible nom
1192,Nicolas Hubert,Possible nom
1193,Ruth Curtis,Possible nom
1194,Florian Baryton,Improbable
1195,Henri Laport,Possible nom
1196,Polydore Lippens,Possible nom
1197,Andre Matissen,Possible nom
1198,Henri Pickery,Possible nom
1199,Henry Pickery,Possible nom
1200,Alphonse Darville,Possible nom
1201,Benjamin Alder,Possible nom
1202,Jef Tailliez,Possible nom
1203,Jules Ratinckx,Possible nom
1204,Evence Coppee,Possible nom
1205,Neige Temperature,Possible nom
1206,Jean Otlet,Possible nom
1207,Constant Le Marin,Possible nom
1208,Christian Doucard,Possible nom
1209,Christian Doussard,Possible nom
1210,Marie Jose Princesse,Possible nom
1211,Charlotte Imperatrice,Possible nom
1212,Edmond Bartels,Possible nom
1213,Marie Bartels,Possible nom
1214,Maurice Smal,Possible nom
1215,Albert Yellowstone,Possible nom
1216,Georges Lorand,Possible nom
1217,Marcel Dumoulin,Possible nom
1218,Clovis Descendre,Possible nom
1219,Freya Radar,Possible nom
1220,Germaine Callens,Possible nom
1221,Louis Couperus,Possible nom
1222,Mathieu Brauns,Possible nom
1223,Adolphe Desmet,Possible nom
1224,Adolphe Desmette,Possible nom
1225,Adolphe Hayois,Possible nom
1226,Alexandre Wodon,Possible nom
1227,Alex Wodon,Possible nom
1228,Andre Rosman,Possible nom
1229,Auguste Jamoulle,Possible nom
1230,Charles Degen,Possible nom
1231,Constantin Van Cromphaut,Possible nom
1232,Edouard Degen,Possible nom
1233,Emile Wodon,Possible nom
1234,Gerard Watrin,Possible nom
1235,Henri Puissant,Possible nom
1236,Rosa Wodon,Possible nom
1237,Eugene Straus,Possible nom
1238,Ignace Straus,Possible nom
1239,Desire Smits,Possible nom
1240,Marie Popelin,Possible nom
1241,Martin Simonis,Possible nom
1242,Martin Simonis Necrologie,Possible nom
1243,Gilbert Necrologie,Possible nom
1244,Theodore Gilbert,Possible nom
1245,Hubertina Smeets,Possible nom
1246,Edmond Lecocq,Possible nom
1247,Jan Adriaensen,Possible nom
1248,Wilkie Collins,Possible nom
1249,Guillaume Guillick,Possible nom
1250,Francois Nimmen,Possible nom
1251,John Jago,Possible nom
1252,Jago Lefrank,Possible nom
1253,Sara Leesongeheim,Possible nom
1254,Sara Leesonhet,Possible nom
1255,Bertrand Chansonnier,Improbable
1256,Jacques Bertrand,Possible nom
1257,Malcolm Lowry,Possible nom
1258,Rene Magritte,Possible nom
1259,Arno Brunner,Possible nom
1260,Paul Bruns,Possible nom
1261,Hermann Kripp,Possible nom
1262,Paul Brun,Possible nom
1263,Alexandre Delvigne,Possible nom
1264,Amelie Buchet,Possible nom
1265,Armand Bivort,Possible nom
1266,Armand Jamoulle,Possible nom
1267,Berny Benot,Possible nom
1268,Francois Bivort,Possible nom
1269,Franz Renson,Possible nom
1270,Jules Mattez,Possible nom
1271,Julien Renson,Possible nom
1272,Juliette Mattez,Possible nom
1273,Marcel Vermeire,Possible nom
1274,Philippe Mattez,Possible nom
1275,Barthelemy Degen,Possible nom
1276,Pauline Pettens,Possible nom
1277,Martin Virgile,Possible nom
1278,Henry Veuve,Possible nom
1279,Adeline Andres,Possible nom
1280,Victor Polet,Possible nom
1281,Devi Dja,Possible nom
1282,Amand Burie,Possible nom
1283,Baptiste Polet,Possible nom
1284,Bernard Andre,Possible nom
1285,Bernard Andres,Possible nom
1286,Henri Ruelle,Possible nom
1287,Jean Baptiste Polet,Possible nom
1288,Rachel Vanderputten,Possible nom
1289,Gilson Necrologie,Possible nom
1290,Gilson Professeur,Improbable
1291,Marguerite Coppin,Possible nom
1292,Magdalena Boetvaardige,Possible nom
1293,Joos Accordeons,Possible nom
1294,Edward Ipers,Possible nom
1295,Theofiel Vermaere,Possible nom
1296,Theo Vermaere,Possible nom
1297,Victor Gustaaf,Possible nom
1298,Achille Vermeersch,Possible nom
1299,Anna Rodway,Possible nom
1300,Charles Collins,Possible nom
1301,Naam Collinszonder,Possible nom
1302,Zonder Spiegel,Possible nom
1303,Pierre De Lune,Possible nom
1304,Lord Wilde,Possible nom
1305,Zonder Naam,Possible nom
1306,Bruno Vandenberghe,Possible nom
1307,Bruno Van Den Berghe,Possible nom
1308,Desire Vandenberghe,Possible nom
1309,Leroy Duiven,Possible nom
1310,Pierre Sweerts,Possible nom
1311,Michel Van Der Stappen,Possible nom
1312,Rik Wouters,Possible nom
1313,Clara Jung,Possible nom
1314,Andre Lebon,Possible nom
1315,Angelica Hauff,Possible nom
1316,Franz Eichhorn,Possible nom
1317,Leven Van Sara,Possible nom
1318,Andre Blumel,Possible nom
1319,Chretien Dauber,Possible nom
1320,Walter Schmidt,Possible nom
1321,Leander Naegels,Possible nom
1322,Theofiel Naegels,Possible nom
1323,Martin Bruyninckx,Possible nom
1324,Gasparine Panneels,Possible nom
1325,Frans Demeunynck,Possible nom
1326,Antoine Architecte,Improbable
1327,Albert Von Barystraat,Possible nom
1328,Daniel Van Damme,Possible nom
1329,Emile Van Nimmen,Possible nom
1330,Evrard Telegraphie,Possible nom
1331,Evrard Necrologie,Possible nom
1332,Adolphe Fassin,Possible nom
1333,Emile Meurice,Possible nom
1334,Eugene Delaunoy,Possible nom
1335,Francois Valentin,Possible nom
1336,Leon Monnoye,Possible nom
1337,Mayer Huysmans,Possible nom
1338,Meyer Huysmans,Possible nom
1339,Gielen Onderwijzer,Possible nom
1340,Richard Gielen,Possible nom
1341,Stella Walsh,Possible nom
1342,Louise Lateau,Possible nom
1343,Hippolyte Biebuyck,Possible nom
1344,Abdul Abha,Possible nom
1345,Abdul Baha,Possible nom
1346,Abdul Beha,Possible nom
1347,Jean Bacot,Possible nom
1348,Chris Ferket,Possible nom
1349,Queen Of,Improbable
1350,Kittie Wilkins,Possible nom
1351,Kitty Wilkins,Possible nom
1352,Oscar De Smedt,Possible nom
1353,Alexis Partoes,Possible nom
1354,Camiel Van Hoorden,Possible nom
1355,Camille Van Hoorden,Possible nom
1356,Alfred Nagelmaekers,Possible nom
1357,Julienne Lison,Possible nom
1358,Emiel Van Bergen,Possible nom
1359,Frans Reinhard,Possible nom
1360,Maurits Josson,Possible nom
1361,Willem Thelen,Possible nom
1362,Pauli Necrologie,Possible nom
1363,Marie Therese Roland,Possible nom
1364,Marie Therese Rolland,Possible nom
1365,Georges Raynaud,Possible nom
1366,Jules Destrooper,Possible nom
1367,Horatio Nelson,Possible nom
1368,Gilles Lez,Possible nom
1369,Augusta Simon,Possible nom
1370,Auguste Simon,Possible nom
1371,Mozes Canter,Possible nom
1372,Servais Canter,Possible nom
1373,Matagne Renson,Possible nom
1374,Jean Belliere,Possible nom
1375,Seraphin Anthoine,Possible nom
1376,Jan Wauters,Possible nom
1377,Bede Tramcar,Possible nom
1378,Jules Vaughan,Possible nom
1379,Lambert Chevaux,Possible nom
1380,Michel Lambert,Possible nom
1381,Albert Simonis,Possible nom
1382,Georges Montefiore,Possible nom
1383,Nicolay Tannerie,Improbable
1384,Leon Gody,Possible nom
1385,Gody Necrologie,Possible nom
1386,Bavo Haarlem,Possible nom
