visitID,Column,unique_id,query_normalised,query_tokens
663509,715,715-663509,victor guillemin francais,3
663509,716,716-663509,victor guillemin france militaire,4
663509,718,718-663509,victor guillemin lycée,3
663509,719,719-663509,victor guillemin rachez gombert,4
663636,724,724-663636,a. orban,2
663636,725,725-663636,armand delmotte,2
663636,726,726-663636,beaujean,1
663636,728,728-663636,delmotte beyne-heusay,2
663636,729,729-663636,désiré rondou,2
663636,730,730-663636,hayet,1
663636,731,731-663636,henri orban,2
663636,732,732-663636,joseph rondou,2
663636,733,733-663636,kunel,1
663636,734,734-663636,kunel beaujean,2
663636,735,735-663636,leopold rondou,2
663636,736,736-663636,nina butler,2
663636,737,737-663636,orban bierset,2
663636,738,738-663636,pierre delmotte,2
663636,740,740-663636,rondou flore,2
663636,741,741-663636,rondou guillaume,2
663636,742,742-663636,rondou honoré,2
663636,743,743-663636,rondou julienne,2
663636,745,745-663636,rondou nethen,2
663636,746,746-663636,rondou theodore,2
663636,749,749-663636,tybosch,1
663636,727,727-663636,delmotte armand,2
663636,739,739-663636,rondou désiré,2
663636,744,744-663636,rondou leopold,2
663636,747,747-663636,schulpen bierset,2
663636,748,748-663636,schulpen orban bierset,3
663658,750,750-663658,boon,1
663658,751,751-663658,boon blaesveld,2
663658,752,752-663658,boon professor,2
663658,753,753-663658,cantillon,1
663658,754,754-663658,cantillon lambic,2
663658,755,755-663658,cantillon lembecq,2
663658,756,756-663658,cantillon lembeek,2
663658,757,757-663658,cantillon verfijnen,2
663658,758,758-663658,clavareau,1
663658,760,760-663658,lambik,1
663658,759,759-663658,geuze,1
663679,762,762-663679,charlier,1
663679,761,761-663679,bastogne,1
663679,763,763-663679,fastre,1
663679,764,764-663679,fastré,1
663705,765,765-663705,veekman,1
663750,766,766-663750,liezele,1
663806,767,767-663806,assenede bassevelde bouchaute boekhoute oost-eecloo,5
663813,768,768-663813,station de schaerbeek,3
664231,769,769-664231,lecocq andré aviation,3
664231,770,770-664231,lecocq aviation,2
664231,771,771-664231,petit tapproge,2
664231,772,772-664231,petit tapproge aviation,3
664310,773,773-664310,lepoutre,1
664310,774,774-664310,leturgie,1
664310,775,775-664310,oscar lepoutre,2
664389,776,776-664389,le soir,2
664480,777,777-664480,mercier,1
664546,778,778-664546,van bellingen,2
664697,779,779-664697,boucherie pot d,3
664697,780,780-664697,heyens,1
664697,781,781-664697,heyens boucherie,2
664697,783,783-664697,rite israelite,2
664697,784,784-664697,rites israelites,2
664697,785,785-664697,rue pot d,3
664697,786,786-664697,sasserath restaurant,2
664697,782,782-664697,israelite,1
664728,787,787-664728,coen,1
664728,788,788-664728,de hollander,2
664728,789,789-664728,fishlin,1
664728,790,790-664728,moens,1
664791,791,791-664791,d,1
664837,792,792-664837,delmartino,1
664837,793,793-664837,waesmunster,1
664852,794,794-664852,bastogne,1
664908,795,795-664908,victoria,1
664986,796,796-664986,eijsden,1
664986,797,797-664986,leon verhaeghe,2
664986,798,798-664986,oude harmonie eijsden,3
665238,799,799-665238,mexico,1
665238,800,800-665238,politicus,1
665238,803,803-665238,verenigde staten,2
665238,801,801-665238,v.s,1
665238,802,802-665238,v.s en mexico,3
665238,804,804-665238,vs,1
665252,805,805-665252,vienne-berlin,1
665331,808,808-665331,westmerbeeck,1
665331,806,806-665331,westmeerbeeck,1
665331,807,807-665331,westmeerbeek,1
665400,809,809-665400,guillemin,1
665414,810,810-665414,patinage,1
665499,811,811-665499,waesmunster,1
665520,812,812-665520,brasserie,1
665576,813,813-665576,israelite,1
665744,815,815-665744,albert gombert,2
665744,816,816-665744,décès,1
665744,821,821-665744,institut,1
665744,822,822-665744,institut bruxelles,2
665744,823,823-665744,institut bruxelles directeur,3
665744,825,825-665744,institut bruxelles directeurs,3
665744,830,830-665744,institut bruxelles élèves,3
665744,831,831-665744,institut bruxelles élèves galilée,4
665744,832,832-665744,institut bruxelles élèves gombert,4
665744,833,833-665744,institut bruxelles élèves guillemin,4
665744,826,826-665744,institut bruxelles galilée,3
665744,827,827-665744,institut bruxelles gombert,3
665744,828,828-665744,institut bruxelles guillemin,3
665744,829,829-665744,institut bruxelles rachez,3
665744,835,835-665744,lycée,1
665744,836,836-665744,pensionnat guillemin,2
665744,814,814-665744,acte de repentir,3
665744,817,817-665744,décès victor guillemin,3
665744,824,824-665744,institut bruxelles directeur guillemin,4
665744,851,851-665744,état civil guillemin,3
665744,852,852-665744,état-civil guillemin,2
665744,853,853-665744,état-civil van mieghem,3
665744,854,854-665744,état-civil victor guillemin,3
665744,818,818-665744,gombert,1
665744,834,834-665744,institut gombert,2
665744,819,819-665744,guillemin,1
665744,820,820-665744,guillemin décès directeur,3
665744,837,837-665744,pierre guillemin rachez,3
665744,838,838-665744,pierre victor guillemin,3
665744,839,839-665744,pierre victor guillemin rachez,4
665744,840,840-665744,rachez,1
665744,842,842-665744,rachez rachez,2
665744,841,841-665744,rachez guillemin,2
665744,843,843-665744,rapport bauer,2
665744,844,844-665744,rapport bauer rachez,3
665744,845,845-665744,stuick guillemin,2
665744,846,846-665744,stuyck guillemin,2
665744,847,847-665744,van mieghem félicité,3
665744,848,848-665744,van mieghem thérèse,3
665744,849,849-665744,victor,1
665744,850,850-665744,victor guillemin,2
665969,855,855-665969,de vere,2
665969,856,856-665969,vere,1
666007,857,857-666007,championnats belgique,2
666007,858,858-666007,championnats de belgique,3
666007,859,859-666007,grand prix de bruxelles,4
666007,860,860-666007,grand prix du brabant,4
666007,861,861-666007,patinage,1
666007,862,862-666007,pole nord,2
666032,863,863-666032,hartmann,1
666108,864,864-666108,waem - lienders,3
666130,865,865-666130,hector thys,2
666167,866,866-666167,discours charles bernard,3
666174,867,867-666174,albert tobias,2
666174,868,868-666174,edmond kamp,2
666174,869,869-666174,hans zimmermann,2
666174,870,870-666174,louis smalle,2
666174,871,871-666174,skillkamp,1
666174,872,872-666174,skilltobias,1
666179,873,873-666179,westmeerbeeck,1
666217,874,874-666217,pillsbury,1
666272,875,875-666272,arf,1
666316,876,876-666316,assenede bassevelde bouchaute boekhoute oost-eecloo,5
666350,877,877-666350,delmartino,1
666350,878,878-666350,waesmunster,1
666482,879,879-666482,dumas,1
666685,880,880-666685,acren papignies ollignies everbecq,4
666685,882,882-666685,élection electoral electoraux,3
666685,881,881-666685,election ollignies lessines ogy ghoy wannebecq papignies acren,8
666826,883,883-666826,vere,1
666950,884,884-666950,d,1
667041,885,885-667041,dumas,1
667042,886,886-667042,brasserie de la barbe,4
667042,887,887-667042,brasserie de la fleur d,5
667042,888,888-667042,brasserie du chateau d,4
667042,889,889-667042,brasserie stephens,2
667042,890,890-667042,brasserie stevens,2
667042,891,891-667042,claes lembecq,2
667042,893,893-667042,distillerie claes,2
667042,894,894-667042,distillerie hondzocht,2
667042,895,895-667042,faillite claes lembecq,3
667042,896,896-667042,faillite lembecq,2
667042,897,897-667042,faillite lembeek,2
667042,898,898-667042,faro,1
667042,899,899-667042,la fleur d,3
667042,900,900-667042,lambic gueuse,2
667042,901,901-667042,lembeek,1
667042,902,902-667042,neerijsche,1
667042,903,903-667042,neerijssche,1
667042,904,904-667042,neeryssche,1
667042,905,905-667042,voutement de la senne,4
667042,892,892-667042,clavareau,1
667049,906,906-667049,alcmene,1
667049,907,907-667049,alemene,1
667049,908,908-667049,alomene,1
667172,909,909-667172,brasserie,1
667259,910,910-667259,championnats belgique,2
667265,911,911-667265,tobback,1
667265,912,912-667265,west-meerbeeck,1
667265,913,913-667265,westmeerbeeck,1
667265,914,914-667265,westmeerbeek,1
667385,915,915-667385,overyssche carpentier,2
667404,916,916-667404,gytier,1
667404,917,917-667404,vion,1
667595,919,919-667595,fassin feronstrée,2
667595,920,920-667595,gille,1
667595,918,918-667595,chanly,1
667762,921,921-667762,discours charles bernard,3
667762,922,922-667762,guillemin décès,2
667762,923,923-667762,guillemin france militaire,3
667795,924,924-667795,bruges port,2
667795,926,926-667795,victoor kemmel,2
667795,927,927-667795,victoor strépy,2
667795,928,928-667795,vrielynck,1
667795,925,925-667795,victoor,1
667795,929,929-667795,zeebrugge,1
668046,930,930-668046,templeuve,1
668131,932,932-668131,erpe,1
668131,931,931-668131,duiven,1
668165,933,933-668165,bibliothèque royale,2
668337,934,934-668337,dendermonde,1
668423,935,935-668423,boediker,1
668536,936,936-668536,corman,1
668536,937,937-668536,lekeu,1
668536,938,938-668536,necrologie,1
668536,939,939-668536,necrologie baelen,2
668552,941,941-668552,gripar,1
668552,942,942-668552,gripari,1
668552,943,943-668552,hautekeet,1
668552,940,940-668552,athletisme,1
668552,944,944-668552,loopwedstrijd,1
668552,945,945-668552,pédestre,1
668712,946,946-668712,liezele,1
668752,947,947-668752,"sohie, albert",2
668873,948,948-668873,gytier,1
668980,949,949-668980,albino,1
668980,951,951-668980,albinos,1
668980,950,950-668980,albino schwestern,2
668980,952,952-668980,dalmont renneville,2
668980,953,953-668980,damain,1
668980,954,954-668980,renneville damain,2
669018,955,955-669018,jean delville,2
669018,956,956-669018,le soir,2
669138,957,957-669138,assenede bassevelde bouchaute boekhoute oost-eecloo,5
669261,958,958-669261,abbe henri melen,3
669261,959,959-669261,abbe melen,2
669261,960,960-669261,alfred fasbender,2
669261,961,961-669261,alice fasbender,2
669261,962,962-669261,andre gregoire,2
669261,963,963-669261,coheur,1
669261,964,964-669261,coheur blonden,2
669261,965,965-669261,cure melen,2
669261,966,966-669261,fasbender gaston,2
669261,967,967-669261,fasbender institutrice,2
669261,969,969-669261,harlez 30,2
669261,970,970-669261,henri melen,2
669261,972,972-669261,lewalle,1
669261,973,973-669261,moens liege,2
669261,974,974-669261,nicolas renard rio,3
669261,975,975-669261,renard rio de janeiro,4
669261,976,976-669261,rio de janeiro,3
669261,977,977-669261,rochette,1
669261,978,978-669261,tixhon,1
669261,979,979-669261,vicaire de jupille,3
669261,980,980-669261,vicaire henri melen,3
669261,981,981-669261,vicaire melen,2
669261,968,968-669261,gaston fasbender,2
669261,971,971-669261,institutrice fasbender,2
669342,983,983-669342,langenus,1
669342,982,982-669342,jl,1
669447,984,984-669447,ramscapelle,1
669510,985,985-669510,d,1
669533,986,986-669533,lambert bernard glons,3
669650,987,987-669650,assenede bassevelde bouchaute boekhoute oost-eecloo,5
669748,988,988-669748,feuerwehr,1
669808,989,989-669808,rienne,1
670084,990,990-670084,rienne,1
670165,991,991-670165,decazes,1
670215,992,992-670215,alice godenir,2
670215,993,993-670215,godenir fasbender,2
670215,995,995-670215,marbaise herve,2
670215,996,996-670215,marbaise melen,2
670215,999,999-670215,mme godenir,2
670215,994,994-670215,harlez 30,2
670215,997,997-670215,marbaise-melen,1
670215,998,998-670215,marbaise-mélen,1
670215,1000,1000-670215,rue de harlez 30,4
670241,1001,1001-670241,brasserie,1
670246,1002,1002-670246,philippeville,1
670263,1003,1003-670263,adolf loos,2
670263,1004,1004-670263,alvar aalto,2
670263,1005,1005-670263,andré lurçat,2
670263,1006,1006-670263,auguste perret,2
670263,1007,1007-670263,bauhaus,1
670263,1009,1009-670263,de stijl,2
670263,1010,1010-670263,doesburg,1
670263,1011,1011-670263,frank lloyd wright,3
670263,1012,1012-670263,gropius,1
670263,1013,1013-670263,jean prouvé,2
670263,1014,1014-670263,le corbusier,2
670263,1015,1015-670263,ludwig mies,2
670263,1016,1016-670263,lurçat,1
670263,1017,1017-670263,mies van der rohe,4
670263,1018,1018-670263,moholy-nagy,1
670263,1019,1019-670263,mondrian,1
670263,1020,1020-670263,neues bauen,2
670263,1021,1021-670263,perret,1
670263,1022,1022-670263,piet mondrian,2
670263,1023,1023-670263,theo van doesburg,3
670263,1008,1008-670263,corbusier,1
670311,1024,1024-670311,bastogne,1
670328,1025,1025-670328,football olympique,2
670415,1026,1026-670415,beauval,1
670415,1027,1027-670415,koningslo,1
670415,1028,1028-670415,princesse stéphanie,2
670415,1029,1029-670415,schapenweg,1
670432,1030,1030-670432,caturla,1
670432,1031,1031-670432,felix morren,2
670432,1032,1032-670432,morren,1
670449,1033,1033-670449,willy coppens,2
670527,1034,1034-670527,houdremont,1
670527,1037,1037-670527,sart-custinne,1
670527,1035,1035-670527,houdrémont,1
670527,1036,1036-670527,rienne,1
670536,1038,1038-670536,raoul de nolva,3
670647,1039,1039-670647,bibliothèque royale,2
670694,1040,1040-670694,athletic,1
670694,1041,1041-670694,beerschot,1
670694,1042,1042-670694,vanderbeeken,1
670694,1043,1043-670694,vanderbeken,1
670698,1044,1044-670698,brasserie,1
670755,1046,1046-670755,cornenflost,1
670755,1047,1047-670755,toitgans,1
670755,1045,1045-670755,athletic,1
670834,1048,1048-670834,vilain moutarde,2
670892,1050,1050-670892,demeuldre,1
670892,1051,1051-670892,friterie antoine,2
670892,1052,1052-670892,frites antoine,2
670892,1049,1049-670892,brasserie,1
670896,1053,1053-670896,naomé,1
670896,1054,1054-670896,persain,1
670896,1055,1055-670896,ruelle dinant,2
670903,1056,1056-670903,braque epagneul,2
670936,1057,1057-670936,eugene oppenheim,2
670936,1058,1058-670936,jenny de la mar,4
670936,1059,1059-670936,napoleon,1
670936,1060,1060-670936,robert oppenheim,2
670936,1061,1061-670936,stella de la mar,4
670936,1062,1062-670936,stella mar,2
671035,1063,1063-671035,vw k70,2
671334,1064,1064-671334,mexico,1
671339,1065,1065-671339,fastre,1
671383,1066,1066-671383,dendermonde,1
671433,1067,1067-671433,architecture,1
671433,1068,1068-671433,moderniste,1
671525,1069,1069-671525,brigitte ledent,2
671525,1070,1070-671525,de cock jan,3
671525,1071,1071-671525,nicolas ledent,2
671525,1072,1072-671525,nicolas ledent congo,3
671525,1073,1073-671525,staatsveiligheid,1
671588,1074,1074-671588,antwerpen vlucht,2
671588,1075,1075-671588,antwerpse vluchtelingen,2
671588,1076,1076-671588,pontonbrug,1
671588,1077,1077-671588,pontonbrug antwerpen,2
671588,1078,1078-671588,vlucht,1
671588,1080,1080-671588,vluchtelingen,1
671588,1079,1079-671588,vlucht over schelde,3
671615,1081,1081-671615,templeuve,1
671620,1082,1082-671620,amerique,1
671620,1083,1083-671620,churchill,1
671620,1084,1084-671620,etats,1
671620,1086,1086-671620,koninklijke placet,2
671620,1085,1085-671620,koninklijk placet,2
671620,1088,1088-671620,mexique,1
671620,1089,1089-671620,placet,1
671620,1087,1087-671620,mexico,1
671876,1090,1090-671876,stoppani,1
671931,1091,1091-671931,gent,1
671931,1092,1092-671931,hoeilaart,1
671931,1093,1093-671931,hoeylaert,1
671931,1094,1094-671931,overyssche,1
671931,1095,1095-671931,sohie,1
672264,1096,1096-672264,alexandre promio,2
672264,1097,1097-672264,averino,1
672264,1098,1098-672264,charles kalb,2
672264,1100,1100-672264,drossner,1
672264,1101,1101-672264,o. averino,2
672264,1102,1102-672264,orlando averino,2
672264,1103,1103-672264,promio,1
672264,1104,1104-672264,troupe zig-zag,2
672264,1099,1099-672264,cinematographe,1
672269,1105,1105-672269,vluchtelingen,1
672658,1106,1106-672658,glons,1
672722,1107,1107-672722,bibliothèque royale,2
672776,1108,1108-672776,erfelijkheid,1
672776,1109,1109-672776,genetika,1
672874,1111,1111-672874,rossius,1
672874,1110,1110-672874,bastogne,1
672902,1112,1112-672902,fastre,1
672984,1113,1113-672984,oignies,1
672988,1114,1114-672988,vrouwenkiesrecht,1
673087,1115,1115-673087,bruxelles au passage,3
673087,1116,1116-673087,grand mandarinbruxelles au passage,4
673087,1117,1117-673087,léopoldbruxelles au passage,3
673087,1118,1118-673087,mandarinbruxelles au passage,3
673087,1119,1119-673087,roibruxelles au passage,3
673121,1120,1120-673121,buffalo bill,2
673121,1121,1121-673121,japanners kozakken buffalo bill,4
673291,1122,1122-673291,reboux dinant,2
673306,1123,1123-673306,chazal,1
673306,1124,1124-673306,roubaud,1
673355,1125,1125-673355,israelitische luik,2
673355,1126,1126-673355,kidouch,1
673355,1127,1127-673355,kidouch kakamma,2
673355,1128,1128-673355,kidousch,1
673355,1129,1129-673355,leders,1
673392,1130,1130-673392,reyns proost,2
673527,1131,1131-673527,monfront dinant,2
673527,1132,1132-673527,tobac dinant,2
673527,1133,1133-673527,toback,1
673527,1134,1134-673527,toback dinant,2
673527,1137,1137-673527,tobback dinant,2
673527,1135,1135-673527,tobba dinant,2
673527,1136,1136-673527,tobback,1
673597,1138,1138-673597,gare de spontin,3
