,Nom,Employeur,Poste,Rémunéré?,nombreRemuneres,NombreMandats,langue,début,fin,extract_lieux_be
48567,,SRIW Immobilier,Administrateur,Non rémunéré,,,FR,,,
48568,,Synergies Wallonie,Administrateur,Non rémunéré,,,FR,,,
48569,,Wallonia Offshore Wind,Président Du Conseil D'administration,Non rémunéré,,,FR,28/06/2016,,wallonia
48570,,WESPAVIA,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
48571,Vanderjeugd Francesco,,,,3.0,4.0,NL,,,
48572,,Vlaams Parlement,Parlementslid,Rémunéré,,,NL,,,
48573,,Staden (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,staden
48574,,Open VLD Afdeling Staden,Bestuurslid,Non rémunéré,,,NL,,,staden
48575,,,Zaakvoerder,Rémunéré,,,NL,,,
48576,Vanderlick Daniel,,,,2.0,5.0,FR,,,
48577,,Châtelet (ville de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,chatelet
48578,,ISPPC,Vice-président,Rémunéré,,,FR,,,
48579,,Zone de police Aiseau-Presles/Châtelet/Farciennes,Président Du Collège De Police,Non rémunéré,,,FR,,,aiseau
48580,,Zone de secours Hainaut-Est,Membre Du Conseil,Non rémunéré,,,FR,,,
48581,,3ème âge de Châtelet,Président,Non rémunéré,,,FR,,,chatelet
48582,Vanderlinden Annelies,,,,4.0,7.0,NL,,,
48583,,Hoeilaart (Gemeente),Schepen,Rémunéré,,,NL,01/01/2016,,hoeilaart
48584,,Interrand,Bestuurder,Rémunéré,,,NL,24/02/2016,,
48585,,Autonoom Gemeentebedrijf Holar,Bestuurder,Non rémunéré,,,NL,,,
48586,,Politiezone Druivenstreek,Lid Van De Politieraad,Rémunéré,,,NL,,,
48587,,Open VLD (Plaatselijke afdeling),Bestuurder,Non rémunéré,,,NL,,,
48588,,,Ambtenaar,Rémunéré,,,NL,,,
48589,,Uvalabor,Bestuurder,Non rémunéré,,,NL,,,
48590,Van der Linden Marc,,,,3.0,10.0,NL,,,
48591,,Duffel (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,duffel
48592,,Kempens Landschap VZW,Bestuurder,Non rémunéré,,,NL,,,
48593,,Politiezone BODUKAP,Lid Van De Politieraad,Non rémunéré,,,NL,,,
48594,,OFP Provant,Vaste Stemgerechtigde Vertegenwoor-diger,Non rémunéré,,,NL,,,
48595,,Conferentie van Burgemeesters Arrondissement Mechelen,Lid,Non rémunéré,,,NL,,,mechelen
48596,,Duffelse Natuurvrienden,Bestuurslid,Non rémunéré,,,NL,,,
48597,,GASAM,Afgevaardigde,Non rémunéré,,,NL,,,
48598,,GIDPBW IGEMO,Beheerder,Rémunéré,,,NL,,,
48599,,Rivierenland,Lid Zoneraad,Non rémunéré,,,NL,,,
48600,,Syngenta,Bediende,Rémunéré,,,NL,,,
48601,Vanderlinden Marc,,,,4.0,6.0,NL,,,
48602,,Hoeilaart (Gemeente),Schepen,Rémunéré,,,NL,,,hoeilaart
48603,,De Watergroep,Lid Van Een Provinciaal Comité,Rémunéré,,,NL,,,
48604,,Haviland Intercommunale IGSV,Bestuurder,Rémunéré,,,NL,,,
48605,,Autonoom Gemeentebedrijf Holar,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,
48606,,Open VLD Afdeling Hoeilaart,Bestuurslid,Non rémunéré,,,NL,,,hoeilaart
48607,,,Ambtenaar,Rémunéré,,,NL,,,
48608,Vander Linden Serge,,,,3.0,17.0,NL,,,
48609,,Hamont-Achel (Stad),Lid Van De Seniorenraad,Non rémunéré,,,NL,,,hamont-achel
48610,,Hamont-Achel (Stad),Ocmw-voorzitter,Rémunéré,,,NL,,,hamont-achel
48611,,Hamont-Achel (Stad),Schepen,Rémunéré,,,NL,,,hamont-achel
48612,,Lokaal Overleg Kinderopvang Hamont-Achel,Afgevaardigde,Non rémunéré,,,NL,,,hamont-achel
48613,,Dienstencentrum De Kring VZW,Ondervoorzitter,Non rémunéré,,,NL,,,
48614,,Opportunitas Dienstenbedrijf Noord-Limburg CVBA,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,limburg
48615,,PWA Hamont-Achel,Afgevaardigde,Non rémunéré,,,NL,,,hamont-achel
48616,,Sociaal Verhuurkantoor Noord-Limburg VZW,Bestuurder,Non rémunéré,,,NL,,,limburg
48617,,Welzijnsplatform Hamont-Achel,Afgevaardigde,Non rémunéré,,,NL,,,hamont-achel
48618,,Welzijnsregio Noord-Limburg,Bestuurder,Non rémunéré,,,NL,,,limburg
48619,,CD&V Afdeling Hamont-Achel,Lid Van Het Partijbestuur,Non rémunéré,,,NL,,,hamont-achel
48620,,CD&V Afdeling Hamont-Achel,Lid Van Het Partijbureau,Non rémunéré,,,NL,,,hamont-achel
48621,,CD&V Provincie Limburg,Bestuurslid,Non rémunéré,,,NL,,,limburg
48622,,CD&V Regio Noord-Limburg,Bestuurslid,Non rémunéré,,,NL,,,limburg
48623,,UNIZO Afdeling Hamont-Achel,Bestuurder,Non rémunéré,,,NL,,,hamont-achel
48624,,UNIZO Regioraad Noord-Limburg,Bestuurder,Non rémunéré,,,NL,,,limburg
48625,,Deliva NV,Administratief Directeur,Rémunéré,,,NL,,,
48626,Van der Maelen Dirk,,,,3.0,6.0,NL,,,
48627,,Kamer van volksvertegenwoordigers,Volksvertegenwoordiger,Rémunéré,,,NL,,,
48628,,Kamer van volksvertegenwoordigers,Voorzitter Van Een Commissie,Rémunéré,,,NL,,,
48629,,Geraardsbergen (Stad),Ocmw-raadslid,Rémunéré,,,NL,,,geraardsbergen
48630,,De Verbroedering Cooperatieve,Bestuurder,Non rémunéré,,,NL,,,
48631,,FOS NGO,Bestuurder,Non rémunéré,,,NL,,,
48632,,Pan y Rosas VZW,Bestuurder,Non rémunéré,,,NL,,,
48633,Van der Maren Nicolas,,,,4.0,11.0,FR,,,
48634,,Ottignies-Louvain-la-Neuve (ville de),Conseiller Communal,Rémunéré,,,FR,,,louvain
48635,,"Académie Intercommunale de Musique, de Danse et des Arts de la Parole de Court-St-Etienne et Ottignies-Louvain-la-Neuve",Administrateur,Non rémunéré,,,FR,,,louvain
48636,,Commission communale de l'accueil,Membre,Non rémunéré,,,FR,,,
48637,,Commission consultative des Sports,Membre Effectif,Non rémunéré,,,FR,,,
48638,,Espace Culturel Ferme du Biéreau asbl,Administrateur Et Membre Du Bureau,Non rémunéré,,,FR,,,
48639,,Jeunes MR - Fédération du Brabant wallon,Vice-président,Non rémunéré,,,FR,,31/12/2016,
48640,,MR Section locale,Président,Non rémunéré,,,FR,,31/12/2016,
48641,,,Juriste D'entreprise,Rémunéré,,,FR,,,
48642,,Commission des affaires générales du Conseil communal d'Ottignies-LLN,Membre Suppléant,Rémunéré,,,FR,,,dottignies
48643,,Commission des affaires travaux du Conseil communal d'Ottignies-LLN,Membre Effectif,Rémunéré,,,FR,,,dottignies
48644,,Conseil du 7ème art de la Ville d'Ottignies-LLN,Membre Effectif,Non rémunéré,,,FR,,,dottignies
48645,Vander Meeren Luc,,,,6.0,8.0,NL,,,
48646,,Wortegem-Petegem (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,wortegem-petegem
48647,,Gaselwest (Intercommunale),Voorzitter Van Een Regionaal Bestuurscomité,Rémunéré,,,NL,,,
48648,,IMWV (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
48649,,SOLvA (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
48650,,Feestcomité Elsegem Leeft VZW,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,elsegem
48651,,Intermixt,Lid Van De Vlaamse Gewestelijke Raad,Rémunéré,,,NL,,,
48652,,Open VLD Afdeling Wortegem-Petegem,Bestuurslid,Non rémunéré,,,NL,,,wortegem-petegem
48653,,,Zaakvoerder,Rémunéré,,,NL,,,
48654,Vandermeeren Michèle,,,,2.0,2.0,NL,,,
48655,,De Panne (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,de panne
48656,,IKWV,Bestuurder,Rémunéré,,,NL,,20/03/2016,
48657,Van dermeersch Anke,,,,2.0,5.0,NL,,,
48658,,Senaat,Deelstaatsenator,Non rémunéré,,,NL,,,
48659,,Senaat,Fractieleider,Non rémunéré,,,NL,,,
48660,,Vlaams Parlement,Parlementslid,Rémunéré,,,NL,,,
48661,,Antwerpen (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,antwerpen
48662,,Vlaams Belang,Lid Van Het Partijbestuur,Non rémunéré,,,NL,,31/12/2016,
48663,Vandermeiren Koen,,,,3.0,10.0,NL,,,
48664,,Zemst (Gemeente),Schepen,Rémunéré,,,NL,,,zemst
48665,,Haviland Intercommunale IGSV,Lid Van Een Adviescomité,Non rémunéré,,,NL,,,
48666,,INCOVO,Bestuurder,Rémunéré,,,NL,,,
48667,,Overlegcommissie Brussels Airport,Afgevaardigde,Non rémunéré,,,NL,,,brussels
48668,,Scholengemeenschap KASTZE,Lid Van Het Beheerscomité,Non rémunéré,,,NL,,,
48669,,Recreatief Vliegveld Grimbergen,Lid Van De Deontologische Commissie,Non rémunéré,,,NL,,,grimbergen
48670,,,Leraar,Rémunéré,,,NL,,,
48671,,3Wplus Beleidsgroep,Afgevaardigde,Non rémunéré,,,NL,,,
48672,,3Wplus Kredietcommissie,Afgevaardigde,Non rémunéré,,,NL,,,
48673,,Composteringsinstallatie Indaver Grimbergen,Lid Van Het Overlegcomité,Non rémunéré,,,NL,,,grimbergen
48674,Vander Meiren Maria,,,,1.0,3.0,NL,,,
48675,,Zonnebeke (Gemeente),Ocmw-voorzitter,Rémunéré,,,NL,,,zonnebeke
48676,,Zonnebeke (Gemeente),Schepen,Non rémunéré,,,NL,,,zonnebeke
48677,,Huis van het kind,Bestuurder,Non rémunéré,,,NL,,,
48678,Vandermersch Piet,,,,8.0,10.0,NL,,,
48679,,Provincie West-Vlaanderen,Lid Van Een Provincieraadscommissie,Rémunéré,,,NL,,,
48680,,Provincie West-Vlaanderen,Provincieraadslid,Rémunéré,,,NL,,,
48681,,Ledegem (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,ledegem
48682,,TMVW,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
48683,,WVI,Lid Van Een Regionaal Bestuurscomité,Rémunéré,,,NL,,,
48684,,POM West-Vlaanderen,Bestuurder,Rémunéré,,,NL,,,
48685,,POM West-Vlaanderen,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
48686,,Open VLD,Bestuurslid,Non rémunéré,,,NL,,,
48687,,Open VLD Regio Roeselare-Tielt,Penningmeester,Non rémunéré,,,NL,,,roeselare||tielt
48688,,Inagro VZW,Bestuurder,Rémunéré,,,NL,,,
48689,Vandermeulen Simon,,,,3.0,3.0,NL,,,
48690,,Glabbeek (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,glabbeek
48691,,Glabbeek (Gemeente),Voorzitter Van Een Gemeenteraads-commissie,Rémunéré,,,NL,,,glabbeek
48692,,Intergas,Bestuurder,Rémunéré,,,NL,,,
48693,Vander Meylen Johan,,,,3.0,6.0,NL,,,
48694,,Beersel (Gemeente),Schepen,Rémunéré,,,NL,,,beersel
48695,,3Wplus VZW,Bestuurslid,Rémunéré,,,NL,,,
48696,,Autonoom Gemeentebedrijf Beersel,Ondervoorzitter,Non rémunéré,,,NL,,,beersel
48697,,Vrij CLB Halle,Bestuurslid,Non rémunéré,,,NL,,,halle
48698,,CD&V Afdeling Beersel,Bestuurslid,Non rémunéré,,,NL,,,beersel
48699,,,Bachelor Lager Onderwijs (12/24),Rémunéré,,,NL,,,
48700,Vandermolen Hans,,,,4.0,4.0,NL,,,
48701,,Tienen (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,tienen
48702,,Hofheide,Bestuurder,Rémunéré,,,NL,01/01/2016,,
48703,,Politiezone Hageland,Lid Van De Politieraad,Rémunéré,,,NL,,,
48704,,Toerisme Vlaams-Brabant VZW,Bestuurder,Rémunéré,,,NL,,,
48705,Vandermosten Jean-Luc,,,,2.0,2.0,NL,,,
48706,,Kampenhout (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,kampenhout
48707,,INTERZA,Bestuurder,Rémunéré,,,NL,,,
48708,Vander Mynsbrugge Michaël,,,,2.0,8.0,FR,,,
48709,,Berchem-Sainte-Agathe (Commune de),Echevin,Rémunéré,,,FR,,,berchem-sainte-agathe
48710,,MR-LB Section locale,Administrateur,Non rémunéré,,,FR,,,
48711,,MR-LB Section locale,Membre Du Bureau,Non rémunéré,,,FR,,,
48712,,Association de la Ville et des Communes de la Région de Bruxelles-Capitale (AVCB) asbl,Administrateur,Rémunéré,,,FR,,,bruxelles
48713,,Berchem Laïcité asbl,Administrateur,Non rémunéré,,,FR,,,berchem
48714,,Comité Officiel des Fêtes COF ASBL,Administrateur,Non rémunéré,,,FR,,,
48715,,Oud Berchem nv,Administrateur-délégué,Non rémunéré,,,FR,,,berchem
48716,,Pouvoir Organisateur Pluriel (POP),Administrateur,Non rémunéré,,,FR,25/11/2016,,
48717,Vanderoost Jozef,,,,3.0,5.0,NL,,,
48718,,Dilbeek (Gemeente),Schepen,Rémunéré,,,NL,,,dilbeek
48719,,KU Leuven,Deeltijds Projectmedewerker,Rémunéré,,,NL,,,leuven
48720,,Onderwijssecretariaat van de Steden en Gemeenten van de Vlaamse Gemeenschap VZW,Bestuurder,Rémunéré,,,NL,,,
48721,,Scholengemeenschap De Spil,Lid Van Het Beheerscomité,Non rémunéré,,,NL,,,
48722,,CD&V Afdeling Dilbeek,Bestuurder,Non rémunéré,,,NL,,,dilbeek
48723,Vanderpoorten Dirk,,,,3.0,4.0,NL,,,
48724,,Ninove (Stad),Voorzitter Van De Gemeenteraad,Rémunéré,,,NL,,,ninove
48725,,Vlaamse overheid. Departement Werk en Sociale Economie,Secretaris-generaal,Rémunéré,,,NL,,,
48726,,Ninove Welzijn CVBA,Bestuurder,Rémunéré,,,NL,,,ninove
48727,,Vlaamse overheid,Lid College Van De Voorzitters Van De Managementcomités,Non rémunéré,,,NL,,,
48728,Van der Poorten Hilde,,,,3.0,6.0,NL,,,
48729,,Puurs (Gemeente),Schepen,Rémunéré,,,NL,,,puurs
48730,,Blijdorp III (Intercommunale),Bestuurder,Non rémunéré,,,NL,,,
48731,,FINILEK (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
48732,,IGEMO (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
48733,,Schelde-Landschapspark (IGS-SLP),Bestuurder,Non rémunéré,,,NL,,,
48734,,Autonoom Gemeentebedrijf (AGB),Lid Van Het Directiecomité,Non rémunéré,,,NL,,,
48735,Vanderpoorten Marleen,,,,7.0,13.0,NL,,,
48736,,Lier (Stad),Ocmw-voorzitter,Rémunéré,,,NL,,,lier
48737,,Lier (Stad),Schepen,Rémunéré,,,NL,,,lier
48738,,IGEMO,Lid Van Een Beheerscomité,Rémunéré,,,NL,,,
48739,,Vereniging van Vlaamse Steden en Gemeenten VZW,Bestuurder,Rémunéré,,,NL,01/09/2016,,
48740,,Vereniging van Vlaamse Steden en Gemeenten VZW,Lid Van Het Directiecomité Afdeling Ocmw's,Rémunéré,,,NL,,,
48741,,Artesis Plantijn Hogeschool Antwerpen,Lid Van Het Inrichtingsorgaan,Rémunéré,,,NL,,,antwerpen
48742,,Artesis Plantijn Hogeschool Antwerpen,Ondervoorzitter Beheersorgaan,Rémunéré,,,NL,01/09/2016,,antwerpen
48743,,CBE Open School Regio Mechelen,Bestuurder,Non rémunéré,,,NL,,,mechelen
48744,,LOGO Mechelen VZW,Bestuurder,Non rémunéré,,,NL,,,mechelen
48745,,Liberaal Archief VZW,Bestuurder,Non rémunéré,,,NL,,,
48746,,Koning Boudewijnstichting,Bestuurder,Non rémunéré,,,NL,01/03/2016,,
48747,,De Vesten VZW,Bestuurder,Non rémunéré,,,NL,,,
48748,,Liberale mutualiteit Antwerpen,Bestuurder,Non rémunéré,,,NL,,,antwerpen
48749,Vanderputte Randy,,,,5.0,6.0,NL,,,
48750,,Bredene (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,02/01/2016,,bredene
48751,,FINIWO,Bestuurder,Rémunéré,,,NL,16/09/2016,,
48752,,OVCO,Bestuurder,Rémunéré,,,NL,23/11/2016,,
48753,,PWA Bredene,Penningmeester,Rémunéré,,,NL,,,bredene
48754,,,Bediende,Rémunéré,,,NL,,,
48755,,Intergemeentelijke Samenwerkingsverbanden en Ver-zelfstandigde Agentschappen,Lid Van De Raadscommissie,Non rémunéré,,,NL,,,
48756,Van der Putten Hilde,,,,1.0,4.0,NL,,,
48757,,Bierbeek (Gemeente),Gemeenteraadslid,Non rémunéré,,,NL,,,bierbeek
48758,,Bierbeek (Gemeente),Schepen,Rémunéré,,,NL,,,bierbeek
48759,,AGB Patrimonium Bierbeek,Bestuurder,Non rémunéré,,,NL,,,bierbeek
48760,,Groen (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
48761,Vander Schelde Iris,,,,2.0,2.0,NL,,,
48762,,Landen (Stad),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,01/01/2016,,landen
48763,,Politiezone LAN,Lid Van De Politieraad,Rémunéré,,,NL,,,lan
48764,Vandersickel Geert,,,,3.0,11.0,NL,,,
48765,,Temse (Gemeente),Schepen,Rémunéré,,,NL,,,temse
48766,,MI-WA,Bestuurder,Rémunéré,,,NL,,,
48767,,Academie en Vaktekenschool Temse,Lid Van De Commissie Van Advies,Non rémunéré,,,NL,,,temse
48768,,CBE Leerpunt Waas & Dender,Bestuurder,Non rémunéré,,,NL,,,
48769,,"Stedelijke Academie voor Muziek, Woord en Dans",Lid Van De Raad Van Advies,Non rémunéré,,,NL,,,
48770,,N-VA (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
48771,,Davidsfonds Afdeling Tielrode,Ondervoorzitter,Non rémunéré,,,NL,,,tielrode
48772,,,Leraar (tbsvp),Rémunéré,,,NL,,31/12/2016,
48773,,Amedee Verbruggenkring,Voorzitter,Non rémunéré,,,NL,,,
48774,,CVO Temse,Lid Van De Bestuurscommissie,Non rémunéré,,,NL,,,temse
48775,,GV Data Systems BVBA,Zaakvoerder,Non rémunéré,,,NL,,,
48776,Vandersmissen Gert,,,,2.0,3.0,NL,,,
48777,,Herk-de-Stad (Stad),Schepen,Rémunéré,,,NL,,,herk-de-stad
48778,,Inter-Media,Bestuurder,Rémunéré,,,NL,,,
48779,,Autonoom Gemeentebedrijf Herk-de-Stad,Bestuurder,Non rémunéré,,,NL,,,herk-de-stad
48780,Vandersnickt Steven,,,,6.0,7.0,NL,,,
48781,,Berlare (Gemeente),Schepen,Rémunéré,,,NL,,,berlare
48782,,De Watergroep,Lid Van Een Provinciaal Comité,Rémunéré,,,NL,,,
48783,,FINIWO,Bestuurder,Rémunéré,,,NL,,,
48784,,FINIWO,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
48785,,Hulp in Woningnood CVBA,Bestuurder,Rémunéré,,,NL,,,
48786,,Open VLD Afdeling Berlare,Bestuurder,Non rémunéré,,,NL,,,berlare
48787,,"Steven Vandersnickt, Geassocieerd Notaris BVBA",Zaakvoerder,Rémunéré,,,NL,,,
48788,Van der Spiegel Goedele,,,,5.0,10.0,NL,,,
48789,,Edegem (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,edegem
48790,,Edegem (Gemeente),Schepen,Rémunéré,,,NL,,,edegem
48791,,IGEAN Dienstverlening,Bestuurder,Rémunéré,,,NL,,,
48792,,IGEAN Milieu & Veiligheid,Bestuurder,Rémunéré,,,NL,,,
48793,,Groen Afdeling Edegem,Bestuurslid,Non rémunéré,,,NL,,,edegem
48794,,Sport- en Recreatiecentra Edegem VZW,Bestuurder,Non rémunéré,,,NL,,,edegem
48795,,Enhansa NV,Bestuurder,Non rémunéré,,,NL,24/06/2016,,
48796,,EntityOne BVBA,Bestuurder,Non rémunéré,,,NL,,07/12/2016,
48797,,Starfisk NV,Bestuurder,Non rémunéré,,,NL,,,
48798,,Triple J BVBA,Zaakvoerder,Rémunéré,,,NL,,,
48799,Vanderspurt Annick,,,,5.0,5.0,NL,,,
48800,,Torhout (Stad),Gemeenteraadslid,Rémunéré,,,NL,,30/06/2016,torhout
48801,,Torhout (Stad),Schepen,Rémunéré,,,NL,01/06/2016,,torhout
48802,,MIROM Roeselare,Bestuurder,Rémunéré,,,NL,,,roeselare
48803,,Vivendo CVBA,Bestuurder,Rémunéré,,,NL,,,
48804,,,Kinderverzorgster (deeltijds),Rémunéré,,,NL,,,
48805,Vanderstappen Anne,,,,8.0,10.0,NL,,,
48806,,KSZ,Lid Van Het Beheerscomité,Rémunéré,,,NL,,,
48807,,Rijksinstituut voor de Sociale verzekeringen der Zelf-standigen,Administrateur-generaal,Rémunéré,,,NL,,,
48808,,Christelijke Mutualiteit Sint-Michielsbond,Bestuurder,Rémunéré,,,NL,,,
48809,,Landsbond der Christelijke Mutualiteiten,Bestuurder,Rémunéré,,,NL,,,
48810,,Algemeen Beheerscomite voor het Sociaal Statuut van de Zelfstandigen,Lid,Rémunéré,,,NL,,,
48811,,Music Time Peizegem,Voorzitter,Non rémunéré,,,NL,,,
48812,,Maatschappij van Onderlinge Bijstand Diensten en Verrichtingen CM-Vlaanderen,Bestuurder,Rémunéré,,,NL,,,
48813,,MOB verzekeringen CM-Vlaanderen,Bestuurder,Rémunéré,,,NL,,,
48814,,Sigedis,Bestuurder,Non rémunéré,,,NL,,,
48815,,SMALS,Bestuurder,Rémunéré,,,NL,,,
48816,Vandersteegen Jo,,,,2.0,2.0,NL,,,
48817,,Bree (Stad),Schepen,Rémunéré,,,NL,,,bree
48818,,,Leraar,Rémunéré,,,NL,,,
48819,Vandersteene An,,,,3.0,8.0,NL,,,
48820,,Kortrijk (Stad),Schepen,Rémunéré,,,NL,,,kortrijk
48821,,Hogeschool West-Vlaanderen (Howest),Bestuurslid,Rémunéré,,,NL,,,
48822,,OVSG VZW,Bestuurslid,Rémunéré,,,NL,,,
48823,,N-VA (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
48824,,Sportplus VZW,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,
48825,,Autonoom Gemeentebedrijf Buda,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,31/12/2016,
48826,,Sculpturen in de Stad,Voorzitter Van Het Adviescomité,Non rémunéré,,,NL,,,
48827,,Zuidwest VZW,Ondervoorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,
48828,Van der Stichele Michel,,,,1.0,9.0,FR,,,
48829,,Ministère de la Région de Bruxelles-Capitale,Directeur Général,Rémunéré,,,FR,,30/06/2016,bruxelles
48830,,Fonds régional bruxellois de refinancement des trésoreries communales,Fonctionnaire Dirigeant,Non rémunéré,,,FR,,30/06/2016,
48831,,"Le Botanique, Centre culturel",Vice-président Du Conseil D'administration,Non rémunéré,,,FR,,,
48832,,Association de gestion du Cirque Royal,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
48833,,Association pour la Protection du Patrimoine culturel immobilier de Belgique asbl,Administrateur,Non rémunéré,,,FR,,,
48834,,Centre Belge de la Bande Dessinée asbl,Administrateur,Non rémunéré,,,FR,,,bande
48835,,Institut Supérieur pour l'Etude du Langage Plastique,Président Du Conseil D'administration,Non rémunéré,,,FR,,,
48836,,Point Culture asbl,Vice-président Du Conseil D'administration,Non rémunéré,,,FR,,,
48837,,Quartier des Arts asbl,Administrateur,Non rémunéré,,,FR,,,
48838,Vanderstichelen Marc,,,,3.0,6.0,FR,,,
48839,,Enghien (ville de),Conseiller Communal,Rémunéré,,,FR,,,enghien
48840,,IDETA,Administrateur,Rémunéré,,,FR,,,
48841,,Régie communale autonome RCA Nautisport,Administrateur,Rémunéré,,,FR,,,
48842,,Cercle archéologique,Président,Non rémunéré,,,FR,,,
48843,,Fédération Royale Belge de Golf,Administrateur,Non rémunéré,,,FR,,,
48844,,Ferme des Scouts et Guides d'Enghien asbl,Administrateur,Non rémunéré,,,FR,,,
48845,Vander Straeten Conny,,,,4.0,4.0,NL,,,
48846,,Lede (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,lede
48847,,WESTLEDE,Bestuurder,Rémunéré,,,NL,,,
48848,,Politiezone Erpe-Mere/Lede,Lid Van De Politieraad,Rémunéré,,,NL,,,erpe
48849,,,Zelfstandig Verpleegster,Rémunéré,,,NL,,,
48850,Van Der Straeten Godelieve,,,,6.0,8.0,NL,,,
48851,,Lierde (Gemeente),Ocmw-voorzitter,Rémunéré,,,NL,,,lierde
48852,,Lierde (Gemeente),Schepen,Rémunéré,,,NL,,,lierde
48853,,De Watergroep,Lid Van Een Provinciaal Comité,Rémunéré,,,NL,,,
48854,,Farys,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
48855,,Plaatselijk Werkgelegenheidsagentschap Lierde,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,lierde
48856,,Politiezone Geraardsbergen/Lierde,Lid Van De Politieraad,Rémunéré,,,NL,,,
48857,,Open VLD Afdeling Lierde,Bestuurslid,Non rémunéré,,,NL,,31/10/2016,lierde
48858,,,Parlementair Medewerker,Rémunéré,,,NL,,,
48859,Van der Straeten Monique,,,,4.0,6.0,NL,,,
48860,,Wemmel (Gemeente),Schepen,Rémunéré,,,NL,,,wemmel
48861,,3Wplus VZW,Ondervoorzitter Van De Raad Van Bestuur,Rémunéré,,,NL,,,
48862,,Open VLD Afdeling Wemmel,Ondervoorzitter,Non rémunéré,,,NL,,,wemmel
48863,,SCVVLV Wemmel,Voorzitter,Non rémunéré,,,NL,,,wemmel
48864,,,Gepensioneerde,Rémunéré,,,NL,,,
48865,,,Kabinetsmedewerker(1dag Per Week),Rémunéré,,,NL,,30/06/2016,
48866,Vanderstraeten Roger,,,,4.0,8.0,FR,,,
48867,,Bernissart (Commune de),Bourgmestre (titulaire Ou Ff),Rémunéré,,,FR,,,bernissart
48868,,SWDE,Membre Du Comité Consultatif,Rémunéré,,,FR,,,
48869,,IDETA,Vice-président,Rémunéré,,,FR,,,
48870,,Agence locale pour l'Emploi,Président,Non rémunéré,,,FR,,,
48871,,Les Socialistes Réunis sc,Membre,Non rémunéré,,,FR,,,
48872,,,Coordinateur Sécurité,Rémunéré,,,FR,,,
48873,,Camping du Préau asbl,Président,Non rémunéré,,,FR,,,
48874,,Groupe d'Action locale GAL Parc naturel des Plaines de l'Escaut asbl,Président,Non rémunéré,,,FR,,,
48875,van der Straten Waillet Charles-Emmanuel,,,,4.0,5.0,FR,,,
48876,,Rhode-Saint-Genèse (Commune de),Echevin,Rémunéré,,,FR,,,rhode-saint-genese
48877,,HAVILAND,Administrateur,Rémunéré,,,FR,,,
48878,,Zone de police Rhode,Membre Du Conseil De Police,Rémunéré,,,FR,,,
48879,,Parc de l'alliance sa,Administrateur,Non rémunéré,,,FR,,,
48880,,Stra-Go sprl,Gérant,Rémunéré,,,FR,,,
48881,Vanderstuyf Peter,,,,7.0,10.0,NL,,,
48882,,Brakel (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,brakel
48883,,CIPAL (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
48884,,FINGEM (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
48885,,FINGEM (Intercommunale),Lid Van Het Directiecomité,Rémunéré,,,NL,,,
48886,,SOLvA (Intercommunale),Bestuurder,Rémunéré,,,NL,,,
48887,,Interdepartementale Commissie voor Duurzame Ont-wikkeling,Ondervoorzitter,Non rémunéré,,,NL,,,
48888,,Bonvivant GCV,Zaakvoerder,Rémunéré,,,NL,,,
