,Nom,Employeur,Poste,Rémunéré?,nombreRemuneres,NombreMandats,langue,début,fin,extract_lieux_be
48889,,Brakel Events VZW,Ondervoorzitter,Non rémunéré,,,NL,,,brakel
48890,,Sociale Werken De Croo VZW,Ondervoorzitter,Non rémunéré,,,NL,,,werken
48891,,,Beroepsofficier,Rémunéré,,,NL,,,
48892,Van der Sypt Nina,,,,3.0,3.0,NL,,,
48893,,Lokeren (Stad),Schepen,Rémunéré,,,NL,,,lokeren
48894,,IDM,Bestuurder,Rémunéré,,,NL,,,
48895,,IDM,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
48896,Van Der Veken Ludwig,,,,1.0,3.0,NL,,,
48897,,"Federale Regering, Buitenlandse Handel",Hoofd Van De Beleidscel/algemeen Beleidscel,Rémunéré,,,NL,,,
48898,,Studiecentrum voor Militair Recht en Oorlogsrecht VZW,Voorzitter,Non rémunéré,,,NL,,,recht
48899,,Société Internationale de Droit Militaire et de Droit de la Guerre aisbl,Secretaris-generaal,Non rémunéré,,,NL,,,
48900,Van der Velde Bart,,,,4.0,5.0,NL,,,
48901,,Niel (Gemeente),Schepen,Rémunéré,,,NL,,,niel
48902,,IGEAN Dienstverlening,Bestuurder,Rémunéré,,,NL,,,
48903,,IGEAN Milieu & Veiligheid,Bestuurder,Rémunéré,,,NL,,,
48904,,Open VLD (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
48905,,,Product Specialist,Rémunéré,,,NL,,,
48906,Van der Velpen Jan,,,,1.0,2.0,NL,,,
48907,,Bierbeek (Gemeente),Schepen,Rémunéré,,,NL,,,bierbeek
48908,,Plaatselijk Werkgelegenheidsagentschap Bierbeek,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,bierbeek
48909,Vandervennet Robin,,,,5.0,9.0,NL,,,
48910,,Ichtegem (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,ichtegem
48911,,Farys,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
48912,,Vereniging van Vlaamse Steden en Gemeenten VZW,Vertegenwoordiger,Non rémunéré,,,NL,,,
48913,,Vivendo CVBA,Bestuurder,Rémunéré,,,NL,,,
48914,,Woonpunt,Ondervoorzitter,Non rémunéré,,,NL,,,
48915,,Woonpunt,Vertegenwoordiger Beheerscomité,Rémunéré,,,NL,,,
48916,,UNIZO Afdeling Eernegem-Bekegem,Bestuurslid - Secretaris,Non rémunéré,,,NL,,,eernegem||bekegem
48917,,,Advocaat,Rémunéré,,,NL,,,
48918,,CD&V Ichtegem,Bestuurder - Secretaris,Non rémunéré,,,NL,,,ichtegem
48919,Van der Vennet Steve,,,,2.0,6.0,NL,,,
48920,,Lochristi (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,lochristi
48921,,Intercommunale Durme-Moervaart (IDM),Bestuurder,Rémunéré,,,NL,,,
48922,,Wijkcomité Vogelwijk VZW,Bestuurder,Non rémunéré,,,NL,,01/08/2016,
48923,,Open VLD Afdeling Lochristi,Ondervoorzitter,Non rémunéré,,,NL,,,lochristi
48924,,Open VLD Regio Gent-Eeklo,Bestuurslid,Non rémunéré,,,NL,,,gent||eeklo
48925,,Sportpromotie Lochristi VZW,Bestuurder,Non rémunéré,,,NL,,,lochristi
48926,van der Vloet Jan,,,,3.0,3.0,NL,,,
48927,,Vlaamse Maatschappij voor Sociaal Wonen (EVA),Bestuurder,Rémunéré,,,NL,,,
48928,,Water-Link,Bestuurder,Rémunéré,,,NL,,,
48929,,District Antwerpen,Raadslid,Rémunéré,,,NL,,,antwerpen
48930,van der Vloet Tine,,,,3.0,7.0,NL,,,
48931,,Vlaams Parlement,Parlementslid,Rémunéré,,,NL,,,
48932,,Merksplas (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,merksplas
48933,,Politiezone Noorderkempen,Lid Van De Politieraad,Rémunéré,,,NL,,,
48934,,PWA Merksplas VZW,Bestuurslid,Non rémunéré,,,NL,,,merksplas
48935,,Gemeentelijke Basisschool Qworzó,Lid Van De Ouderraad,Non rémunéré,,,NL,,,
48936,,N-VA Afdeling Merksplas,Bestuurslid,Non rémunéré,,,NL,,,merksplas
48937,,N-VA Arrondissement Turnhout,Bestuurslid,Non rémunéré,,,NL,,,turnhout
48938,Vanderwaeren Kristian,,,,3.0,6.0,NL,,,
48939,,FOD Financiën,Administrateur-generaal,Rémunéré,,,NL,01/01/2016,,
48940,,Belgisch-Luxemburgse Economische Unie,Voorzitter,Rémunéré,,,NL,,,
48941,,Nationaal Museum van Douane en Accijnzen VZW,Bestuurder,Non rémunéré,,,NL,15/06/2016,,
48942,,Cargo Community Systems VZW,Waarnemer,Non rémunéré,,,NL,,,
48943,,Fiscale Hogeschool - Hogere Leergangen voor Fiscale Wetenschappen CVO,Professor,Rémunéré,,,NL,,,
48944,,Kerkfabriek Denderwindeke,Secretaris,Non rémunéré,,,NL,,,denderwindeke
48945,Vander Weyden Luc,,,,3.0,10.0,FR,,,
48946,,Mettet (commune de),Conseiller Communal,Rémunéré,,,FR,,,mettet
48947,,Association Intercommunale des Eaux de la Molignée,Administrateur,Rémunéré,,,FR,,,
48948,,Centre communal des sports de Mettet asbl,Administrateur,Non rémunéré,,,FR,,,mettet
48949,,Régie communale autonome Sports Mettet Motor,Administrateur,Non rémunéré,,,FR,,,mettet
48950,,Le Chiffon Rouge asbl,Président,Non rémunéré,,,FR,03/08/2016,,
48951,,,Fonctionnaire,Rémunéré,,,FR,,,
48952,,CGSP Amio-Charleroi,Secrétaire Régional,Non rémunéré,,,FR,,,charleroi
48953,,CGSP intersectorielle Charleroi,Mandataire,Non rémunéré,,,FR,,,charleroi
48954,,E.S. de la Molignée,Administrateur,Non rémunéré,,,FR,,25/04/2016,
48955,,Royal Wallonia Sporting Club Mettet-100ème Anniversaire ASBL,Administrateur,Non rémunéré,,,FR,,,mettet||wallonia
48956,Vandeskelde Didier,,,,3.0,12.0,FR,,,
48957,,Province de Hainaut,Conseiller Provincial,Rémunéré,,,FR,,,
48958,,Comines-Warneton (ville de),Echevin,Rémunéré,,,FR,,,comines-warneton
48959,,Centre culturel communal,Administrateur,Non rémunéré,,,FR,,,
48960,,Euro Delta Center,Président,Non rémunéré,,,FR,01/01/2016,,
48961,,Groupe Action,Président,Non rémunéré,,,FR,,,
48962,,Lysco scrl Habitations sociales,Vice-président,Rémunéré,,,FR,,,
48963,,Office du Tourisme communal,Administrateur,Non rémunéré,,,FR,01/01/2016,,
48964,,Régie des Quartiers asbl,Président,Non rémunéré,,,FR,,,
48965,,Régie foncière communale,Président,Non rémunéré,,,FR,,,
48966,,Start asbl,Président,Non rémunéré,,,FR,,,
48967,,FASAM (société de musique),Président,Non rémunéré,,,FR,,,
48968,,Perspectiv' asbl,Président,Non rémunéré,,,FR,,,
48969,Van de Steen Ann,,,,4.0,7.0,NL,,,
48970,,Aalst (Stad),Schepen,Rémunéré,,,NL,,,aalst
48971,,SOLVA,Bestuurder,Rémunéré,,,NL,,,
48972,,Autonoom Gemeentebedrijf SportAG Aalst,Ondervoorzitter Van Het Directieco-mité,Non rémunéré,,,NL,,,aalst
48973,,Autonoom Gemeentebedrijf Stadsontwikkeling Aalst,Ondervoorzitter Van Het Directieco-mité,Non rémunéré,,,NL,,,aalst
48974,,Beheer Energie Aalst VZW,Voorzitter,Non rémunéré,,,NL,,,aalst
48975,,,Advocaat,Rémunéré,,,NL,,,
48976,,C-L BV-NV,Bestuurder,Rémunéré,,,NL,,,
48977,Van De Steen Christine,,,,3.0,3.0,NL,,,
48978,,Lede (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,31/03/2016,lede
48979,,FINIWO,Bestuurder,Rémunéré,,,NL,,28/06/2016,
48980,,Politiezone Erpe-Mere/Lede,Lid Van De Politieraad,Rémunéré,,,NL,,31/03/2016,erpe
48981,Van De Steene Boudewijn,,,,0.0,0.0,,,,
48982,De Watergroep,,Leidend Ambtenaar,Rémunéré,1.0,,NL,,31/12/2016,
48983,Van De Steene Isabelle,,,,2.0,6.0,NL,,,
48984,,Merelbeke (Gemeente),Schepen,Rémunéré,,,NL,,,merelbeke
48985,,Farys,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
48986,,Het Volk CVBA,Bestuurslid,Non rémunéré,,,NL,,,
48987,,Scholengemeenschap Gavere-Merelbeke,Lid,Non rémunéré,,,NL,,,merelbeke||gavere
48988,,CD&V Afdeling Merelbeke,Bestuurslid,Non rémunéré,,,NL,,,merelbeke
48989,,Fotopost BVBA,Zaakvoerder,Non rémunéré,,,NL,,,
48990,Van De Sype Dominique,,,,7.0,16.0,FR,,,
48991,,Beaumont (ville de),Conseiller Communal,Rémunéré,,,FR,,,beaumont
48992,,IPALLE Sud-Hainaut (anciennement INTERSUD),Administrateur,Non rémunéré,,,FR,,,
48993,,Conseil wallon de l'égalité entre hommes et femmes,Président,Non rémunéré,,,FR,,,
48994,,Zone de police Botha,Membre,Rémunéré,,,FR,,,
48995,,CHU Tivoli,Administrateur,Rémunéré,,,FR,,,
48996,,UNIPSO asbl,Secrétaire Général,Rémunéré,,,FR,,,
48997,,PS Fédération de Thuin,Membre Du Comité Fédéral,Non rémunéré,,,FR,,,thuin
48998,,PS Union socialiste communale USC,Président (section Locale),Non rémunéré,,,FR,,,
48999,,"Solidaris - Mutualité socialiste du Centre, Charleroi et Soignies",Administrateur,Rémunéré,,,FR,,,charleroi||soignies
49000,,Alises asbl,Président Du Conseil D'administration,Rémunéré,,,FR,,,
49001,,APEF asbl,Administrateur,Non rémunéré,,,FR,,,
49002,,Bellerive asbl,Administrateur,Non rémunéré,,,FR,,,
49003,,Conseil économique et social de Wallonie CESW,Membre Du Bureau,Non rémunéré,,,FR,,,
49004,,Espace des Solidarités asbl,Administrateur,Non rémunéré,,,FR,,,
49005,,"Repos, Joie, Santé, Solidarité asbl",Administrateur,Non rémunéré,,,FR,,,
49006,,SWDE Conseil d'exploitation bassin de Charleroi,Membre,Rémunéré,,,FR,,,charleroi
49007,Van Deuren Robert,,,,2.0,8.0,NL,,,
49008,,Brasschaat (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,brasschaat
49009,,Pontes,Bestuurder,Rémunéré,,,NL,,,
49010,,Regionaal Landschap de Voorkempen VZW,Bestuurder,Non rémunéré,,,NL,,,
49011,,Toerisme Brasschaat VZW,Voorzitter,Non rémunéré,,,NL,,,brasschaat
49012,,CD&V Afdeling Brasschaat,Bestuurslid - Lid Van Het Bureau,Non rémunéré,,,NL,,,brasschaat
49013,,Bielebale VZW,Bestuurder,Non rémunéré,,,NL,,,
49014,,Cluster Noordertuin van Antwerpen,Extern Expert,Non rémunéré,,,NL,,,antwerpen
49015,,Interlokale Schoten/Brasschaat,Bestuurder,Non rémunéré,,,NL,,,
49016,Vandeurzen Johan,,,,1.0,1.0,NL,,,
49017,,"Vlaamse Regering, Welzijn, Volksgezondheid en Gezin",Minister,Rémunéré,,,NL,,,
49018,Vandevelde Andy,,,,4.0,16.0,NL,,,
49019,,Linter (Gemeente),Schepen,Rémunéré,,,NL,,,linter
49020,,De Watergroep,Lid Van Een Provinciaal Comité,Rémunéré,,,NL,,,
49021,,Interleuven (IL),Bestuurder,Rémunéré,,,NL,,,
49022,,Beweging.net (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
49023,,CD&V (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
49024,,CD&V (Plaatselijke afdeling),Lid Van Het Bureau,Non rémunéré,,,NL,,,
49025,,CD&V Provincie Vlaams-Brabant,Bestuurslid,Non rémunéré,,,NL,,,
49026,,CD&V Provincie Vlaams-Brabant,Lid Van Het Bureau,Non rémunéré,,,NL,,,
49027,,CD&V Regio Tienen,Voorzitter,Non rémunéré,,,NL,,,tienen
49028,,,Administratief Medewerker,Rémunéré,,,NL,,,
49029,,Beter Wonen aan de Gete,Voorzitter,Non rémunéré,,,NL,,,
49030,,Bibliotheekraad Linter,Bestuurder,Non rémunéré,,,NL,,,linter
49031,,Hagelint VZW,Bestuurder,Non rémunéré,,,NL,,,
49032,,'s Hertogenhof VZW,Bestuurder-secretaris,Non rémunéré,,,NL,,,
49033,,Storzo VZW,Bestuurder,Non rémunéré,,,NL,,,
49034,,Unitas Vlaams-Brabant VZW,Bestuurder,Non rémunéré,,,NL,,,
49035,Van de Velde Danny,,,,2.0,4.0,NL,,,
49036,,Zoersel (Gemeente),Schepen,Rémunéré,,,NL,,,zoersel
49037,,Bosgroep Antwerpen Noord VZW,Bestuurder,Non rémunéré,,,NL,,,antwerpen
49038,,KLJ-lokalen Halle VZW,Penningmeester,Non rémunéré,,,NL,,,halle
49039,,,Technisch Bediende,Rémunéré,,,NL,,,
49040,Van de Velde Dirk,,,,4.0,7.0,NL,,,
49041,,Eeklo (Stad),Lid Van De Sportraad,Non rémunéré,,,NL,,,eeklo
49042,,Eeklo (Stad),Schepen,Rémunéré,,,NL,,,eeklo
49043,,FINIWO,Bestuurder,Rémunéré,,,NL,,,
49044,,FINIWO,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
49045,,Belgische Medische Wielerkring VZW,Penningmeester,Non rémunéré,,,NL,,,
49046,,Wielerclub Sportvrienden,Bestuurslid,Non rémunéré,,,NL,,,
49047,,,Huisarts,Rémunéré,,,NL,,,
49048,Vandevelde Eric,,,,2.0,3.0,FR,,,
49049,,Lincent (Commune de),Echevin,Rémunéré,,,FR,,,lincent
49050,,COPALOC,Président,Non rémunéré,,,FR,25/03/2016,,
49051,,,Chef D'atelier (enseignement),Rémunéré,,,FR,,,
49052,Van de Velde Geertrui,,,,2.0,5.0,NL,,,
49053,,Lede (Gemeente),Schepen,Rémunéré,,,NL,,,lede
49054,,Arteveldehogeschool VZW,Lector - Stagebegeleider,Rémunéré,,,NL,,,
49055,,LOGO Dender VZW,Bestuurder,Non rémunéré,,,NL,,,
49056,,Beweging.net (Plaatselijke afdeling),Bestuurslid,Non rémunéré,,,NL,,,
49057,,Femma,Bestuurslid,Non rémunéré,,,NL,,,
49058,Van de Velde Ilse,,,,3.0,7.0,NL,,,
49059,,Zemst (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,zemst
49060,,Haviland Intercommunale IGSV,Bestuurder,Rémunéré,,,NL,,,
49061,,INCOVO,Bestuurder,Rémunéré,,,NL,,,
49062,,Koninklijke Sporting Club Mechelen VZW,Bestuurder,Non rémunéré,,,NL,,,mechelen
49063,,AGB@Zemst,Bestuurder,Non rémunéré,,,NL,28/01/2016,,
49064,,Chime NV,Bestuurder,Non rémunéré,,,NL,,,
49065,,Youth for Understanding VZW,Bestuurder,Non rémunéré,,,NL,,,
49066,Van de Velde Kristof,,,,3.0,6.0,NL,,,
49067,,Borsbeek (Gemeente),Schepen,Rémunéré,,,NL,,,borsbeek
49068,,Dienstenonderneming ZITA,Bestuurder,Non rémunéré,,,NL,,,
49069,,Politiezone MINOS,Lid Van De Politieraad,Rémunéré,,,NL,,,
49070,,N-VA Afdeling Borsbeek,Penningmeester,Non rémunéré,,,NL,,,borsbeek
49071,,,Leraar,Rémunéré,,,NL,,,
49072,,PWA Borsbeek VZW,Bestuurder,Non rémunéré,,,NL,,,borsbeek
49073,Vandevelde Mario,,,,5.0,7.0,NL,,,
49074,,Merchtem (Gemeente),Gemeenteraadslid,Non rémunéré,,,NL,,,merchtem
49075,,Merchtem (Gemeente),Schepen,Rémunéré,,,NL,21/03/2016,,merchtem
49076,,FINILEK,Bestuurder,Rémunéré,,,NL,,23/05/2016,
49077,,HAVICREM,Bestuurder,Rémunéré,,,NL,,24/04/2016,
49078,,HAVICREM,Lid Van Het Directiecomité,Rémunéré,,,NL,,24/04/2016,
49079,,,Advocaat,Rémunéré,,,NL,,,
49080,,,Zaakvoerder,Non rémunéré,,,NL,,,
49081,Van de Velde Pierre,,,,3.0,4.0,NL,,,
49082,,Opwijk (Gemeente),Schepen,Rémunéré,,,NL,,,opwijk
49083,,TMVW,Lid Van Het College Van Commissarissen,Rémunéré,,,NL,,,
49084,,TMVW,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
49085,,Denderbekken,Lid Van De Algemene Bekkenvergade-ring,Non rémunéré,,,NL,,,
49086,Van de Velde Robert,,,,4.0,11.0,NL,,,
49087,,Kamer van volksvertegenwoordigers,Volksvertegenwoordiger,Rémunéré,,,NL,,,
49088,,Antwerpen (Stad),Schepen,Rémunéré,,,NL,,,antwerpen
49089,,Autonoom Gemeentebedrijf VESPA,Voorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,
49090,,Gemeentelijk Autonoom Parkeerbedrijf Antwerpen,Bestuurder,Non rémunéré,,,NL,,,antwerpen
49091,,Antwerp Headquarters VZW,Bestuurder,Non rémunéré,,,NL,,,antwerp
49092,,Blue Gate Antwerp NV,Bestuurder,Non rémunéré,,,NL,,,antwerp
49093,,Infrax CVBA,Bestuurder,Rémunéré,,,NL,,04/02/2016,
49094,,Publi-T CVBA,Bestuurder,Rémunéré,,,NL,,,
49095,,BAOBAB VZW,Bestuurder,Non rémunéré,,,NL,,,
49096,,Werkhaven Antwerpen VZW,Bestuurder,Non rémunéré,,,NL,,,antwerpen
49097,,Sequoia BVBA,Zaakvoerder,Non rémunéré,,,NL,,,
49098,Vandevelde Wim,,,,2.0,7.0,NL,,,
49099,,Ronse (Stad),Ocmw-voorzitter,Rémunéré,,,NL,,,ronse
49100,,Ronse (Stad),Schepen,Non rémunéré,,,NL,,,ronse
49101,,N-VA Afdeling Ronse,Bestuurslid,Non rémunéré,,,NL,,,ronse
49102,,Maatschappij der Dragers van Sint-Hermes,Voorzitter,Non rémunéré,,,NL,,,
49103,,Openbare Vereniging Ronse (OVERO),Voorzitter,Non rémunéré,,,NL,,,ronse
49104,,,Sales Manager,Rémunéré,,,NL,,,
49105,,Streekoverleg Zuid-Oost-Vlaanderen - Werkgroep Werkgelegenheid,Afgevaardigde Stad Ronse,Non rémunéré,,,NL,,,
49106,Vandevenne Rik,,,,3.0,6.0,NL,,,
49107,,Spiere-Helkijn (Gemeente),Schepen,Rémunéré,,,NL,,,spiere-helkijn
49108,,Intercommunale Leiedal,Bestuurder,Rémunéré,,,NL,,,
49109,,Eigen Haard CVBA,Bestuurslid,Rémunéré,,,NL,,,
49110,,,Bruggepensioneerde,Non rémunéré,,,NL,,,
49111,,DCO Avelgem,Ondervoorzitter,Non rémunéré,,,NL,,,avelgem
49112,,KDV De Vlinder,Secretaris,Non rémunéré,,,NL,,,
49113,Vandevenne Stefan,,,,2.0,4.0,NL,,,
49114,,Kampenhout (Gemeente),Schepen,Rémunéré,,,NL,,,kampenhout
49115,,Natuurpunt Afdeling Kampenhout,Bestuurslid,Non rémunéré,,,NL,,,kampenhout
49116,,N-VA Afdeling Kampenhout,Bestuurslid,Non rémunéré,,,NL,,,kampenhout
49117,,,Ambtenaar,Rémunéré,,,NL,,,
49118,Van de Vijver Marc,,,,2.0,5.0,NL,,,
49119,,Beveren (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,beveren
49120,,Brandweerzone Waasland,Voorzitter,Non rémunéré,,,NL,,,
49121,,Politiezone Waasland-Noord,Voorzitter,Non rémunéré,,,NL,,,
49122,,Prospersite Onthaalpoort VZW,Ondervoorzitter,Non rémunéré,,,NL,,,
49123,,,Medebedrijfsleider,Rémunéré,,,NL,,,
49124,Vandevivere Claire,,,,3.0,7.0,FR,,,
49125,,Jette (Commune de),Echevine,Rémunéré,,,FR,,,jette
49126,,SRIB,Administratrice,Rémunéré,,,FR,,,
49127,,Action Jettoise asbl,Administratrice,Non rémunéré,,,FR,,,
49128,,CDH Arrondissement de Bruxelles-Hal-Vilvorde,Membre Du Bureau,Non rémunéré,,,FR,,,hal||vilvorde||bruxelles
49129,,Brulocalis,Administratrice,Rémunéré,,,FR,,,
49130,,Aide alimentaire jettoise asbl,Administratrice,Non rémunéré,,,FR,,,
49131,,La Ferme pour enfants asbl,Administratrice,Non rémunéré,,,FR,,,
49132,Van de Voorde Claude,,,,1.0,1.0,NL,,,
49133,,Ministerie van Landsverdediging,Directeur Beleidscel,Rémunéré,,,NL,,,
49134,Vandevoorde Frank,,,,9.0,16.0,NL,,,
49135,,Provincie West-Vlaanderen,Provincieraadslid,Rémunéré,,,NL,,,
49136,,Brugge (Stad),Schepen,Rémunéré,,,NL,,,brugge
49137,,IVBO,Bestuurder,Rémunéré,,,NL,,,
49138,,IVBO,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
49139,,Brugse Maatschappij voor Huisvesting CVBA,Bestuurder,Rémunéré,,,NL,,,
49140,,"West-Vlaams Opleidingscentrum voor Brandweer-, Reddings- en Ambulancediensten VZW",Bestuurder,Rémunéré,,,NL,,,
49141,,Hogeschool West-Vlaanderen (Howest),Bestuurder,Rémunéré,,,NL,,,
49142,,OVSG,Bestuurder,Rémunéré,,,NL,,,
49143,,Instituut voor Medische Dringende Hulpverlening (IMDH) VZW,Bestuurder,Non rémunéré,,,NL,,,
49144,,Rode Kruis,Lid Van Het Bestuurscomité,Non rémunéré,,,NL,,,
49145,,UNIE-K VZW,Bestuurslid,Non rémunéré,,,NL,,,
49146,,,Huisarts,Rémunéré,,,NL,,,
49147,,Belgian Waste to Energy (BW2E),Bestuurder,Non rémunéré,,,NL,,,
49148,,Lokaal Overlegplatform Brugge,Lid,Non rémunéré,,,NL,,,brugge
49149,,SP.a Brugge,Lid Afdelingsbestuur,Non rémunéré,,,NL,,,brugge||spa
49150,,SPOOR Brugge,Bestuurslid,Non rémunéré,,,NL,,,brugge
49151,Van de Voorde Rigo,,,,4.0,8.0,NL,,,
49152,,Sint-Martens-Latem (Gemeente),Schepen,Rémunéré,,,NL,,,sint-martens-latem
49153,,Farys,Lid Van Het Directiecomité,Rémunéré,,,NL,,01/03/2016,
49154,,FINIWO,Lid Van Een Regionaal Adviescomité,Rémunéré,,,NL,,,
49155,,Bewonersdienst Hooglatem VZW,Penningmeester,Non rémunéré,,,NL,,,
49156,,Toerisme Leiestreek VZW,Bestuurder,Non rémunéré,,,NL,,,
49157,,VVV Leiestreek VZW,Bestuurder,Non rémunéré,,,NL,,,
49158,,VVV Leiestreek VZW,Lid Van Het Dagelijks Bestuur,Non rémunéré,,,NL,,,
49159,,,Gepensioneerde,Rémunéré,,,NL,,,
49160,Vandevoort Denise,,,,1.0,8.0,NL,,,
49161,,Leuven (Stad),Schepen,Rémunéré,,,NL,,,leuven
49162,,Autonoom Gemeentebedrijf Museum Leuven,Voorzitter,Non rémunéré,,,NL,,,leuven
49163,,Cultuurcentrum 30CC VZW,Voorzitter,Non rémunéré,,,NL,,,
49164,,Festival van Vlaanderen Vlaams-Brabant,Bestuurder,Non rémunéré,,,NL,,,
49165,,Crignon Genootschap VZW,Bestuurder,Non rémunéré,,,NL,,,
49166,,Divers Leuven VZW,Voorzitter,Non rémunéré,,,NL,,,leuven
49167,,KU(N)ST Leuven VZW,Voorzitter,Non rémunéré,,,NL,,,leuven
49168,,Leuvenement VZW,Ondervoorzitter Van De Raad Van Bestuur,Non rémunéré,,,NL,,,
49169,Van De Vyver André,,,,6.0,11.0,NL,,,
49170,,Zwijndrecht (Gemeente),Burgemeester (titelvoerend Of Wnd.),Rémunéré,,,NL,,,zwijndrecht
49171,,IGEAN Milieu & Veiligheid,Lid Van Een Adviescomité,Non rémunéré,,,NL,,,
49172,,Maatschappij Linkerscheldeoever,Adviseur,Non rémunéré,,,NL,,,
49173,,Schelde-Landschapspark (IGS-SLP),Bestuurder,Non rémunéré,,,NL,,,
49174,,Gemeentelijk Ontmoetingscentrum 't Waaigat,Voorzitter Van Het Beheersorgaan,Non rémunéré,,,NL,,,
49175,,Projectvereniging WACCO,Bestuurder,Non rémunéré,,,NL,,,
49176,,Vereniging van Vlaamse Steden en Gemeenten VZW,Bestuurder,Rémunéré,,,NL,,,
49177,,Vereniging van Vlaamse Steden en Gemeenten VZW,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
49178,,Zwijndrechtse Huisvestingsmaatschappij CVBA,Bestuurder,Rémunéré,,,NL,,,
49179,,Interwaas,Bestuurder,Rémunéré,,,NL,,,
49180,,Interwaas,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
49181,Vandevyver Hilde,,,,4.0,5.0,NL,,,
49182,,Beernem (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,beernem
49183,,Farys,Lid Van Het Directiecomité,Rémunéré,,,NL,,,
49184,,Politiezone Het Houtsche,Lid Van De Politieraad,Rémunéré,,,NL,,,
49185,,Beweging.net Afdeling Beernem,Bestuurslid,Non rémunéré,,,NL,,,beernem
49186,,,Kleuterleidster,Rémunéré,,,NL,,,
49187,Van de Vyver Kristof,,,,4.0,6.0,NL,,,
49188,,Kruibeke (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,kruibeke
49189,,FINGEM,Bestuurder,Rémunéré,,,NL,,,
49190,,Politiezone Kruibeke/Temse,Lid Van De Politieraad,Rémunéré,,,NL,,,
49191,,SamenVoorKruibeke,Bestuurder,Non rémunéré,,,NL,,,
49192,,Miles of Love VZW,Bestuurder,Non rémunéré,,,NL,,,
49193,,,Kaderlid/werknemer,Rémunéré,,,NL,,,
49194,Vande Vyvere Chantal,,,,1.0,1.0,NL,,,
49195,,Ardooie (Gemeente),Schepen,Rémunéré,,,NL,,,ardooie
49196,Vandewal Catharina,,,,7.0,11.0,NL,,,
49197,,Maaseik (Stad),Gemeenteraadslid,Rémunéré,,,NL,,,maaseik
49198,,Intercommunale Vereniging voor Hulp aan Gehandicapten in Limburg (IGL),Bestuurder,Rémunéré,,,NL,,,limburg
49199,,Intergemeentelijke Zwembaden 'Aquadroom' Maaseik / 'De Haeg' Dilsen-Stokkem,Bestuurder,Rémunéré,,,NL,,,dilsen-stokkem||maaseik
49200,,Autonoom Gemeentebedrijf Infrastructuur Maaseik,Bestuurder,Rémunéré,,,NL,,,maaseik
49201,,Autonoom Gemeentebedrijf Maaseik,Bestuurder,Rémunéré,,,NL,,,maaseik
49202,,Ons Dak CVBA,Bestuurder,Rémunéré,,,NL,,,
49203,,Politiezone Maasland,Lid Van De Politieraad,Rémunéré,,,NL,,,
49204,,Koninklijke Fanfare Sint-Dionysius Opoeteren VZW,Bestuurder,Non rémunéré,,,NL,,,opoeteren
49205,,Federatie Neeroeteren,Bestuurslid,Non rémunéré,,,NL,,,neeroeteren
49206,,Oeterfeesten,Bestuurslid,Non rémunéré,,,NL,,,
49207,,Parochieteam Opoeteren,Bestuurslid,Non rémunéré,,,NL,,,opoeteren
49208,Vandewal Jos,,,,2.0,2.0,NL,,,
49209,,Kinrooi (Gemeente),Schepen,Rémunéré,,,NL,,,kinrooi
49210,,Inter-Energa,Bestuurder,Rémunéré,,,NL,,,
49211,Vande Walle Kristof,,,,5.0,7.0,NL,,,
49212,,Meulebeke (Gemeente),Gemeenteraadslid,Rémunéré,,,NL,,,meulebeke
49213,,Farys (Intercommunale),Lid Van Het Directiecomité,Rémunéré,,,NL,,,
49214,,Politiezone MIDOW,Lid Van De Politieraad,Rémunéré,,,NL,,,
49215,,CD&V Afdeling Meulebeke,Bestuurslid,Non rémunéré,,,NL,,,meulebeke
49216,,,Landbouwer,Rémunéré,,,NL,,,
49217,,,Tuinaanlegger En Grondwerker,Rémunéré,,,NL,,,
49218,,Gezinswerking LG-KVLV,Bestuurslid,Non rémunéré,,,NL,,,
49219,Vandewalle Tessa,,,,4.0,8.0,NL,,,
49220,,Houthulst (Gemeente),Ocmw-voorzitter,Rémunéré,,,NL,,,houthulst
49221,,Houthulst (Gemeente),Schepen,Rémunéré,,,NL,,,houthulst
